rental_id,rental_rate,rental_duration,rental_date,return_date,payment_count,total_payment_amount,amount_difference,first_payment_date
7032,4.99,5,2005-07-27,2005-07-28,1,4.99,0.00,2007-04-27
1493,4.99,3,2005-06-15,2005-06-17,1,4.99,0.00,2007-02-15
12035,0.99,4,2005-08-17,2005-08-21,1,0.99,0.00,2007-03-17
5419,2.99,6,2005-07-09,2005-07-12,1,2.99,0.00,2007-04-09
2038,0.99,3,2005-06-17,2005-06-19,1,0.99,0.00,2007-02-17
9869,4.99,7,2005-07-31,2005-08-07,1,4.99,0.00,2007-04-30
10637,2.99,4,2005-08-01,2005-08-04,1,2.99,0.00,2007-03-01
9269,0.99,6,2005-07-30,2005-08-02,1,0.99,0.00,2007-04-30
14907,2.99,7,2005-08-22,2005-08-25,1,2.99,0.00,2007-03-22
6999,2.99,7,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-26
12893,2.99,3,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
8436,0.99,6,2005-07-29,2005-07-31,1,0.99,0.00,2007-04-29
6257,2.99,6,2005-07-11,2005-07-14,1,2.99,0.00,2007-04-11
15143,2.99,6,2005-08-22,2005-08-25,1,2.99,0.00,2007-03-22
5692,0.99,6,2005-07-10,2005-07-15,1,0.99,0.00,2007-04-10
6534,2.99,6,2005-07-12,2005-07-16,1,2.99,0.00,2007-04-12
3078,0.99,7,2005-06-20,2005-06-24,1,0.99,0.00,2007-02-20
4298,2.99,6,2005-07-07,2005-07-12,1,2.99,0.00,2007-04-07
6096,4.99,4,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
13274,2.99,6,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
3732,4.99,3,2005-07-06,2005-07-08,1,4.99,0.00,2007-04-06
4750,0.99,7,2005-07-08,2005-07-13,1,0.99,0.00,2007-04-08
8033,4.99,5,2005-07-28,2005-07-30,1,4.99,0.00,2007-04-28
7889,0.99,6,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
12376,2.99,5,2005-08-18,2005-08-20,1,2.99,0.00,2007-03-18
14706,0.99,7,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
6500,2.99,3,2005-07-12,2005-07-13,1,2.99,0.00,2007-04-12
15640,4.99,6,2005-08-23,2005-08-24,1,4.99,0.00,2007-03-23
11632,2.99,7,2005-08-17,2005-08-22,1,2.99,0.00,2007-03-17
1279,0.99,7,2005-06-15,2005-06-18,1,0.99,0.00,2007-02-15
12834,4.99,7,2005-08-19,2005-08-24,1,4.99,0.00,2007-03-19
13471,2.99,6,2005-08-20,2005-08-25,1,2.99,0.00,2007-03-19
10916,2.99,5,2005-08-02,2005-08-06,1,2.99,0.00,2007-03-02
3635,4.99,7,2005-07-06,2005-07-09,1,4.99,0.00,2007-04-06
7965,4.99,7,2005-07-28,2005-07-29,1,4.99,0.00,2007-04-28
6275,0.99,7,2005-07-11,2005-07-17,1,0.99,0.00,2007-04-11
12650,4.99,4,2005-08-18,2005-08-21,1,4.99,0.00,2007-03-18
11636,4.99,7,2005-08-17,2005-08-24,1,4.99,0.00,2007-03-17
14470,0.99,3,2005-08-21,2005-08-23,1,0.99,0.00,2007-03-21
14649,4.99,5,2005-08-21,2005-08-22,1,4.99,0.00,2007-03-21
13620,2.99,6,2005-08-20,2005-08-24,1,2.99,0.00,2007-03-20
11820,2.99,6,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
5951,0.99,4,2005-07-10,2005-07-13,1,0.99,0.00,2007-04-10
4274,4.99,7,2005-07-07,2005-07-13,1,4.99,0.00,2007-04-07
6156,4.99,5,2005-07-11,2005-07-15,1,4.99,0.00,2007-04-11
6928,2.99,5,2005-07-26,2005-07-30,1,2.99,0.00,2007-04-26
6132,2.99,7,2005-07-11,2005-07-13,1,2.99,0.00,2007-04-11
4140,2.99,7,2005-07-07,2005-07-14,1,2.99,0.00,2007-04-07
9496,4.99,7,2005-07-30,2005-08-02,1,4.99,0.00,2007-04-30
7959,4.99,6,2005-07-28,2005-08-02,1,4.99,0.00,2007-04-28
12383,0.99,5,2005-08-18,2005-08-23,1,0.99,0.00,2007-03-18
8506,0.99,7,2005-07-29,2005-07-31,1,0.99,0.00,2007-04-29
2388,2.99,3,2005-06-18,2005-06-20,1,2.99,0.00,2007-02-18
7694,0.99,7,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
7400,0.99,7,2005-07-27,2005-07-31,1,0.99,0.00,2007-04-27
13292,0.99,3,2005-08-19,2005-08-22,1,0.99,0.00,2007-03-19
5316,4.99,6,2005-07-09,2005-07-11,1,4.99,0.00,2007-04-09
9230,0.99,4,2005-07-30,2005-07-31,1,0.99,0.00,2007-04-30
11871,4.99,5,2005-08-17,2005-08-18,1,4.99,0.00,2007-03-17
9544,2.99,7,2005-07-31,2005-08-05,1,2.99,0.00,2007-04-30
12431,2.99,6,2005-08-18,2005-08-22,1,2.99,0.00,2007-03-18
10714,4.99,4,2005-08-01,2005-08-04,1,4.99,0.00,2007-03-01
5103,4.99,7,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-09
7788,0.99,6,2005-07-28,2005-08-03,1,0.99,0.00,2007-04-28
11034,2.99,7,2005-08-02,2005-08-09,1,2.99,0.00,2007-03-02
3944,2.99,3,2005-07-06,2005-07-08,1,2.99,0.00,2007-04-06
11770,4.99,4,2005-08-17,2005-08-20,1,4.99,0.00,2007-03-17
10958,4.99,7,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
1774,2.99,7,2005-06-16,2005-06-21,1,2.99,0.00,2007-02-16
15230,4.99,6,2005-08-22,2005-08-25,1,4.99,0.00,2007-03-22
3229,4.99,5,2005-06-21,2005-06-26,1,4.99,0.00,2007-02-21
1411,0.99,6,2005-06-15,2005-06-21,1,0.99,0.00,2007-02-15
1681,2.99,4,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
13201,2.99,6,2005-08-19,2005-08-25,1,2.99,0.00,2007-03-19
14303,2.99,7,2005-08-21,2005-08-24,1,2.99,0.00,2007-03-21
2329,4.99,6,2005-06-18,2005-06-20,1,4.99,0.00,2007-02-18
7655,0.99,4,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
5284,2.99,7,2005-07-09,2005-07-16,1,2.99,0.00,2007-04-09
4322,2.99,7,2005-07-07,2005-07-14,1,2.99,0.00,2007-04-07
2800,0.99,4,2005-06-19,2005-06-23,1,0.99,0.00,2007-02-19
15750,2.99,3,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
10570,4.99,6,2005-08-01,2005-08-05,1,4.99,0.00,2007-03-01
1793,0.99,6,2005-06-16,2005-06-19,1,0.99,0.00,2007-02-16
6159,2.99,3,2005-07-11,2005-07-13,1,2.99,0.00,2007-04-11
13316,4.99,4,2005-08-19,2005-08-22,1,4.99,0.00,2007-03-19
15320,0.99,6,2005-08-22,2005-08-28,1,0.99,0.00,2007-03-22
13328,4.99,5,2005-08-19,2005-08-20,1,4.99,0.00,2007-03-19
14010,4.99,7,2005-08-20,2005-08-26,1,4.99,0.00,2007-03-20
9040,4.99,6,2005-07-30,2005-08-03,1,4.99,0.00,2007-04-30
1727,0.99,4,2005-06-16,2005-06-17,1,0.99,0.00,2007-02-16
12386,0.99,6,2005-08-18,2005-08-24,1,0.99,0.00,2007-03-18
13517,4.99,6,2005-08-20,2005-08-23,1,4.99,0.00,2007-03-20
10566,2.99,4,2005-08-01,2005-08-05,1,2.99,0.00,2007-03-01
11371,2.99,6,2005-08-02,2005-08-06,1,2.99,0.00,2007-03-02
9181,0.99,5,2005-07-30,2005-08-02,1,0.99,0.00,2007-04-30
12733,2.99,6,2005-08-18,2005-08-24,1,2.99,0.00,2007-03-18
11110,2.99,4,2005-08-02,2005-08-04,1,2.99,0.00,2007-03-02
14227,4.99,4,2005-08-21,2005-08-22,1,4.99,0.00,2007-03-21
9574,0.99,7,2005-07-31,2005-08-05,1,0.99,0.00,2007-04-30
10130,0.99,5,2005-07-31,2005-08-04,1,0.99,0.00,2007-04-30
13321,4.99,7,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-19
3351,2.99,4,2005-06-21,2005-06-23,1,2.99,0.00,2007-02-21
14456,2.99,6,2005-08-21,2005-08-26,1,2.99,0.00,2007-03-21
5247,2.99,6,2005-07-09,2005-07-12,1,2.99,0.00,2007-04-09
6403,0.99,4,2005-07-11,2005-07-13,1,0.99,0.00,2007-04-11
5186,4.99,4,2005-07-09,2005-07-13,1,4.99,0.00,2007-04-09
3607,0.99,7,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
12864,4.99,6,2005-08-19,2005-08-22,1,4.99,0.00,2007-03-19
13521,2.99,3,2005-08-20,2005-08-22,1,2.99,0.00,2007-03-20
10000,2.99,5,2005-07-31,2005-08-02,1,2.99,0.00,2007-04-30
1647,4.99,7,2005-06-16,2005-06-17,1,4.99,0.00,2007-02-16
1684,2.99,3,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
10541,0.99,6,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
5538,4.99,4,2005-07-10,2005-07-12,1,4.99,0.00,2007-04-10
8648,2.99,4,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
5062,2.99,5,2005-07-09,2005-07-10,1,2.99,0.00,2007-04-09
5159,4.99,3,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-09
12868,0.99,4,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
7710,0.99,7,2005-07-28,2005-08-03,1,0.99,0.00,2007-04-28
11268,0.99,5,2005-08-02,2005-08-04,1,0.99,0.00,2007-03-02
13416,4.99,5,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-19
3396,0.99,5,2005-06-21,2005-06-23,1,0.99,0.00,2007-02-21
15309,0.99,5,2005-08-22,2005-08-24,1,0.99,0.00,2007-03-22
10692,4.99,6,2005-08-01,2005-08-07,1,4.99,0.00,2007-03-01
5503,0.99,7,2005-07-10,2005-07-12,1,0.99,0.00,2007-04-09
5335,4.99,5,2005-07-09,2005-07-12,1,4.99,0.00,2007-04-09
3519,0.99,6,2005-07-06,2005-07-10,1,0.99,0.00,2007-04-05
8735,4.99,5,2005-07-29,2005-08-03,1,4.99,0.00,2007-04-29
6442,0.99,5,2005-07-12,2005-07-15,1,0.99,0.00,2007-04-11
8535,4.99,4,2005-07-29,2005-07-31,1,4.99,0.00,2007-04-29
10923,2.99,6,2005-08-02,2005-08-03,1,2.99,0.00,2007-03-02
3623,4.99,5,2005-07-06,2005-07-07,1,4.99,0.00,2007-04-06
4460,0.99,3,2005-07-07,2005-07-09,1,0.99,0.00,2007-04-07
10191,4.99,6,2005-08-01,2005-08-06,1,4.99,0.00,2007-04-30
1937,0.99,6,2005-06-17,2005-06-21,1,0.99,0.00,2007-02-17
11747,2.99,7,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
7879,0.99,3,2005-07-28,2005-07-31,1,0.99,0.00,2007-04-28
14244,2.99,4,2005-08-21,2005-08-24,1,2.99,0.00,2007-03-21
1592,0.99,5,2005-06-16,2005-06-20,1,0.99,0.00,2007-02-16
5189,2.99,5,2005-07-09,2005-07-14,1,2.99,0.00,2007-04-09
6796,2.99,5,2005-07-12,2005-07-16,1,2.99,0.00,2007-04-12
3886,0.99,7,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
12201,4.99,7,2005-08-18,2005-08-23,1,4.99,0.00,2007-03-18
4963,4.99,6,2005-07-08,2005-07-12,1,4.99,0.00,2007-04-08
4376,2.99,5,2005-07-07,2005-07-11,1,2.99,0.00,2007-04-07
13092,0.99,6,2005-08-19,2005-08-25,1,0.99,0.00,2007-03-19
10862,2.99,7,2005-08-02,2005-08-08,1,2.99,0.00,2007-03-01
6845,0.99,5,2005-07-12,2005-07-14,1,0.99,0.00,2007-04-12
13009,0.99,5,2005-08-19,2005-08-21,1,0.99,0.00,2007-03-19
9622,0.99,3,2005-07-31,2005-08-02,1,0.99,0.00,2007-04-30
14064,2.99,7,2005-08-20,2005-08-22,1,2.99,0.00,2007-03-20
10062,2.99,7,2005-07-31,2005-08-03,1,2.99,0.00,2007-04-30
2473,2.99,7,2005-06-18,2005-06-19,1,2.99,0.00,2007-02-18
1834,0.99,6,2005-06-16,2005-06-22,1,0.99,0.00,2007-02-16
8653,0.99,7,2005-07-29,2005-08-02,1,0.99,0.00,2007-04-29
11865,2.99,4,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-17
4879,2.99,3,2005-07-08,2005-07-09,1,2.99,0.00,2007-04-08
12003,4.99,3,2005-08-17,2005-08-18,1,4.99,0.00,2007-03-17
4521,0.99,4,2005-07-08,2005-07-11,1,0.99,0.00,2007-04-08
10534,0.99,6,2005-08-01,2005-08-04,1,0.99,0.00,2007-03-01
1820,4.99,7,2005-06-16,2005-06-20,1,4.99,0.00,2007-02-16
7811,0.99,7,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
12551,2.99,6,2005-08-18,2005-08-19,1,2.99,0.00,2007-03-18
5960,0.99,6,2005-07-10,2005-07-11,1,0.99,0.00,2007-04-10
8429,2.99,3,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
1943,0.99,7,2005-06-17,2005-06-20,1,0.99,0.00,2007-02-17
8099,0.99,5,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
1568,2.99,5,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
12419,4.99,5,2005-08-18,2005-08-19,1,4.99,0.00,2007-03-18
5125,2.99,7,2005-07-09,2005-07-12,1,2.99,0.00,2007-04-09
3157,2.99,3,2005-06-20,2005-06-23,1,2.99,0.00,2007-02-20
9505,2.99,6,2005-07-31,2005-08-05,1,2.99,0.00,2007-04-30
12643,4.99,6,2005-08-18,2005-08-24,1,4.99,0.00,2007-03-18
15601,0.99,7,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
8326,2.99,6,2005-07-29,2005-08-01,1,2.99,0.00,2007-04-29
7466,2.99,6,2005-07-27,2005-07-31,1,2.99,0.00,2007-04-27
15216,2.99,5,2005-08-22,2005-08-24,1,2.99,0.00,2007-03-22
13707,2.99,7,2005-08-20,2005-08-23,1,2.99,0.00,2007-03-20
9842,4.99,7,2005-07-31,2005-08-02,1,4.99,0.00,2007-04-30
16001,2.99,6,2005-08-23,2005-08-27,1,2.99,0.00,2007-03-23
5987,2.99,7,2005-07-11,2005-07-16,1,2.99,0.00,2007-04-10
10340,2.99,7,2005-08-01,2005-08-06,1,2.99,0.00,2007-03-01
6342,4.99,5,2005-07-11,2005-07-13,1,4.99,0.00,2007-04-11
3299,0.99,6,2005-06-21,2005-06-27,1,0.99,0.00,2007-02-21
1683,2.99,6,2005-06-16,2005-06-18,1,2.99,0.00,2007-02-16
4288,4.99,7,2005-07-07,2005-07-13,1,4.99,0.00,2007-04-07
15321,4.99,6,2005-08-22,2005-08-24,1,4.99,0.00,2007-03-22
8775,4.99,5,2005-07-29,2005-07-30,1,4.99,0.00,2007-04-29
8371,2.99,7,2005-07-29,2005-07-31,1,2.99,0.00,2007-04-29
15308,2.99,7,2005-08-22,2005-08-26,1,2.99,0.00,2007-03-22
9762,4.99,6,2005-07-31,2005-08-05,1,4.99,0.00,2007-04-30
1348,2.99,5,2005-06-15,2005-06-17,1,2.99,0.00,2007-02-15
8594,4.99,6,2005-07-29,2005-08-02,1,4.99,0.00,2007-04-29
3652,0.99,6,2005-07-06,2005-07-08,1,0.99,0.00,2007-04-06
6063,0.99,3,2005-07-11,2005-07-13,1,0.99,0.00,2007-04-11
11539,2.99,3,2005-08-17,2005-08-19,1,2.99,0.00,2007-03-16
13180,4.99,5,2005-08-19,2005-08-20,1,4.99,0.00,2007-03-19
4977,0.99,3,2005-07-09,2005-07-10,1,0.99,0.00,2007-04-08
1433,2.99,4,2005-06-15,2005-06-16,1,2.99,0.00,2007-02-15
12167,2.99,3,2005-08-18,2005-08-21,1,2.99,0.00,2007-03-17
8868,4.99,5,2005-07-30,2005-08-01,1,4.99,0.00,2007-04-29
14717,2.99,5,2005-08-21,2005-08-26,1,2.99,0.00,2007-03-21
3985,4.99,7,2005-07-06,2005-07-10,1,4.99,0.00,2007-04-06
1426,4.99,4,2005-06-15,2005-06-18,1,4.99,0.00,2007-02-15
3237,4.99,7,2005-06-21,2005-06-27,1,4.99,0.00,2007-02-21
3214,2.99,3,2005-06-21,2005-06-23,1,2.99,0.00,2007-02-20
13812,4.99,7,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
10683,2.99,6,2005-08-01,2005-08-04,1,2.99,0.00,2007-03-01
14076,4.99,5,2005-08-20,2005-08-24,1,4.99,0.00,2007-03-20
3193,0.99,7,2005-06-20,2005-06-22,1,0.99,0.00,2007-02-20
8322,4.99,5,2005-07-29,2005-08-02,1,4.99,0.00,2007-04-29
13291,2.99,5,2005-08-19,2005-08-20,1,2.99,0.00,2007-03-19
14409,4.99,6,2005-08-21,2005-08-25,1,4.99,0.00,2007-03-21
1533,0.99,6,2005-06-16,2005-06-17,1,0.99,0.00,2007-02-15
7734,0.99,6,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
3836,2.99,4,2005-07-06,2005-07-10,1,2.99,0.00,2007-04-06
12455,4.99,6,2005-08-18,2005-08-22,1,4.99,0.00,2007-03-18
11266,4.99,3,2005-08-02,2005-08-04,1,4.99,0.00,2007-03-02
11554,2.99,4,2005-08-17,2005-08-20,1,2.99,0.00,2007-03-16
12873,2.99,4,2005-08-19,2005-08-22,1,2.99,0.00,2007-03-19
5127,0.99,7,2005-07-09,2005-07-13,1,0.99,0.00,2007-04-09
4142,2.99,6,2005-07-07,2005-07-08,1,2.99,0.00,2007-04-07
4614,4.99,6,2005-07-08,2005-07-12,1,4.99,0.00,2007-04-08
5433,4.99,4,2005-07-09,2005-07-10,1,4.99,0.00,2007-04-09
3566,2.99,7,2005-07-06,2005-07-12,1,2.99,0.00,2007-04-06
2068,0.99,7,2005-06-17,2005-06-20,1,0.99,0.00,2007-02-17
11607,0.99,5,2005-08-17,2005-08-20,1,0.99,0.00,2007-03-17
4800,4.99,7,2005-07-08,2005-07-13,1,4.99,0.00,2007-04-08
14040,2.99,7,2005-08-20,2005-08-25,1,2.99,0.00,2007-03-20
5338,2.99,7,2005-07-09,2005-07-14,1,2.99,0.00,2007-04-09
11078,2.99,6,2005-08-02,2005-08-07,1,2.99,0.00,2007-03-02
10169,4.99,6,2005-07-31,2005-08-05,1,4.99,0.00,2007-04-30
2911,0.99,3,2005-06-20,2005-06-22,1,0.99,0.00,2007-02-20
14762,0.99,7,2005-08-21,2005-08-23,1,0.99,0.00,2007-03-21
8620,0.99,7,2005-07-29,2005-08-02,1,0.99,0.00,2007-04-29
7652,0.99,6,2005-07-28,2005-07-30,1,0.99,0.00,2007-04-28
8059,2.99,4,2005-07-28,2005-07-31,1,2.99,0.00,2007-04-28
14432,4.99,3,2005-08-21,2005-08-24,1,4.99,0.00,2007-03-21
11558,0.99,6,2005-08-17,2005-08-19,1,0.99,0.00,2007-03-16
12531,2.99,7,2005-08-18,2005-08-22,1,2.99,0.00,2007-03-18
10317,2.99,6,2005-08-01,2005-08-06,1,2.99,0.00,2007-03-01
1212,2.99,7,2005-06-15,2005-06-17,1,2.99,0.00,2007-02-15
3292,2.99,5,2005-06-21,2005-06-23,1,2.99,0.00,2007-02-21
6661,4.99,7,2005-07-12,2005-07-16,1,4.99,0.00,2007-04-12
7802,0.99,4,2005-07-28,2005-07-29,1,0.99,0.00,2007-04-28
7025,2.99,4,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-27
13628,4.99,4,2005-08-20,2005-08-22,1,4.99,0.00,2007-03-20
6674,4.99,7,2005-07-12,2005-07-13,1,4.99,0.00,2007-04-12
3182,0.99,6,2005-06-20,2005-06-21,1,0.99,0.00,2007-02-20
12796,4.99,5,2005-08-19,2005-08-19,1,4.99,0.00,2007-03-18
5983,2.99,7,2005-07-11,2005-07-15,1,2.99,0.00,2007-04-10
6409,4.99,7,2005-07-11,2005-07-13,1,4.99,0.00,2007-04-11
15788,2.99,7,2005-08-23,2005-08-26,1,2.99,0.00,2007-03-23
9484,0.99,4,2005-07-30,2005-08-02,1,0.99,0.00,2007-04-30
10125,0.99,4,2005-07-31,2005-08-01,1,0.99,0.00,2007-04-30
4070,2.99,3,2005-07-07,2005-07-08,1,2.99,0.00,2007-04-07
12654,0.99,7,2005-08-18,2005-08-20,1,0.99,0.00,2007-03-18
10769,2.99,5,2005-08-01,2005-08-05,1,2.99,0.00,2007-03-01
4134,0.99,4,2005-07-07,2005-07-09,1,0.99,0.00,2007-04-07
10764,0.99,4,2005-08-01,2005-08-03,1,0.99,0.00,2007-03-01
7228,4.99,4,2005-07-27,2005-07-29,1,4.99,0.00,2007-04-27
10938,0.99,7,2005-08-02,2005-08-05,1,0.99,0.00,2007-03-02
6207,4.99,4,2005-07-11,2005-07-14,1,4.99,0.00,2007-04-11
3424,0.99,6,2005-06-21,2005-06-24,1,0.99,0.00,2007-02-21
3416,0.99,7,2005-06-21,2005-06-23,1,0.99,0.00,2007-02-21
15067,2.99,4,2005-08-22,2005-08-24,1,2.99,0.00,2007-03-22
9920,4.99,5,2005-07-31,2005-08-03,1,4.99,0.00,2007-04-30
6709,4.99,5,2005-07-12,2005-07-16,1,4.99,0.00,2007-04-12
7669,4.99,3,2005-07-28,2005-07-29,1,4.99,0.00,2007-04-28
8926,4.99,7,2005-07-30,2005-08-03,1,4.99,0.00,2007-04-30
4492,2.99,4,2005-07-08,2005-07-10,1,2.99,0.00,2007-04-08
3898,4.99,6,2005-07-06,2005-07-11,1,4.99,0.00,2007-04-06
1538,2.99,6,2005-06-16,2005-06-18,1,2.99,0.00,2007-02-15
10501,2.99,3,2005-08-01,2005-08-02,1,2.99,0.00,2007-03-01
12355,0.99,6,2005-08-18,2005-08-20,1,0.99,0.00,2007-03-18
11073,0.99,3,2005-08-02,2005-08-03,1,0.99,0.00,2007-03-02
12982,4.99,7,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-19
8960,4.99,6,2005-07-30,2005-08-01,1,4.99,0.00,2007-04-30
1716,2.99,5,2005-06-16,2005-06-19,1,2.99,0.00,2007-02-16
3887,4.99,4,2005-07-06,2005-07-07,1,4.99,0.00,2007-04-06
2458,0.99,7,2005-06-18,2005-06-21,1,0.99,0.00,2007-02-18
3531,4.99,6,2005-07-06,2005-07-11,1,4.99,0.00,2007-04-05
8736,0.99,4,2005-07-29,2005-07-30,1,0.99,0.00,2007-04-29
8539,0.99,7,2005-07-29,2005-07-30,1,0.99,0.00,2007-04-29
8536,4.99,4,2005-07-29,2005-07-31,1,4.99,0.00,2007-04-29
7687,2.99,7,2005-07-28,2005-08-02,1,2.99,0.00,2007-04-28
6728,0.99,4,2005-07-12,2005-07-15,1,0.99,0.00,2007-04-12
13096,4.99,7,2005-08-19,2005-08-21,1,4.99,0.00,2007-03-19
12586,4.99,7,2005-08-18,2005-08-21,1,4.99,0.00,2007-03-18
15965,2.99,7,2005-08-23,2005-08-24,1,2.99,0.00,2007-03-23
11106,4.99,3,2005-08-02,2005-08-03,1,4.99,0.00,2007-03-02
15103,2.99,5,2005-08-22,2005-08-25,1,2.99,0.00,2007-03-22
12984,4.99,7,2005-08-19,2005-08-22,1,4.99,0.00,2007-03-19
11338,0.99,4,2005-08-02,2005-08-03,1,0.99,0.00,2007-03-02
14480,2.99,5,2005-08-21,2005-08-26,1,2.99,0.00,2007-03-21
7748,4.99,3,2005-07-28,2005-07-31,1,4.99,0.00,2007-04-28
9487,2.99,5,2005-07-30,2005-08-01,1,2.99,0.00,2007-04-30
9607,0.99,4,2005-07-31,2005-08-02,1,0.99,0.00,2007-04-30
3181,2.99,7,2005-06-20,2005-06-27,1,2.99,0.00,2007-02-20
9410,0.99,5,2005-07-30,2005-07-31,1,0.99,0.00,2007-04-30
7581,2.99,5,2005-07-27,2005-07-29,1,2.99,0.00,2007-04-27
12085,4.99,5,2005-08-17,2005-08-21,1,4.99,0.00,2007-03-17
2561,4.99,3,2005-06-19,2005-06-21,1,4.99,0.00,2007-02-19
3515,2.99,5,2005-07-06,2005-07-09,1,2.99,0.00,2007-04-05
4450,4.99,6,2005-07-07,2005-07-13,1,4.99,0.00,2007-04-07
3516,0.99,4,2005-07-06,2005-07-09,1,0.99,0.00,2007-04-05
9810,2.99,3,2005-07-31,2005-08-01,1,2.99,0.00,2007-04-30
2362,0.99,3,2005-06-18,2005-06-19,1,0.99,0.00,2007-02-18
7872,2.99,7,2005-07-28,2005-07-31,1,2.99,0.00,2007-04-28
1204,0.99,6,2005-06-15,2005-06-20,1,0.99,0.00,2007-02-15
4273,4.99,7,2005-07-07,2005-07-13,1,4.99,0.00,2007-04-07
9677,4.99,6,2005-07-31,2005-08-01,1,4.99,0.00,2007-04-30
3188,2.99,5,2005-06-20,2005-06-25,1,2.99,0.00,2007-02-20
9003,2.99,4,2005-07-30,2005-07-31,1,2.99,0.00,2007-04-30
9036,4.99,7,2005-07-30,2005-07-31,1,4.99,0.00,2007-04-30
2158,2.99,6,2005-06-17,2005-06-19,1,2.99,0.00,2007-02-17
12578,0.99,6,2005-08-18,2005-08-21,1,0.99,0.00,2007-03-18
9729,0.99,3,2005-07-31,2005-08-01,1,0.99,0.00,2007-04-30
10212,2.99,4,2005-08-01,2005-08-02,1,2.99,0.00,2007-04-30
4434,2.99,6,2005-07-07,2005-07-09,1,2.99,0.00,2007-04-07
12422,4.99,5,2005-08-18,2005-08-20,1,4.99,0.00,2007-03-18
15914,0.99,4,2005-08-23,2005-08-24,1,0.99,0.00,2007-03-23
3776,2.99,6,2005-07-06,2005-07-10,1,2.99,0.00,2007-04-06
1270,0.99,6,2005-06-15,2005-06-18,1,0.99,0.00,2007-02-15
15481,0.99,7,2005-08-23,2005-08-27,1,0.99,0.00,2007-03-23
11962,2.99,6,2005-08-17,2005-08-21,1,2.99,0.00,2007-03-17
4758,0.99,5,2005-07-08,2005-07-13,1,0.99,0.00,2007-04-08
15636,2.99,4,2005-08-23,2005-08-26,1,2.99,0.00,2007-03-23
11260,0.99,6,2005-08-02,2005-08-06,1,0.99,0.00,2007-03-02
6358,2.99,7,2005-07-11,2005-07-15,1,2.99,0.00,2007-04-11
11970,0.99,7,2005-08-17,2005-08-24,1,0.99,0.00,2007-03-17
14689,0.99,7,2005-08-21,2005-08-22,1,0.99,0.00,2007-03-21
2104,2.99,3,2005-06-17,2005-06-19,1,2.99,0.00,2007-02-17
6992,0.99,4,2005-07-27,2005-07-28,1,0.99,0.00,2007-04-26
13187,0.99,7,2005-08-19,2005-08-20,1,0.99,0.00,2007-03-19
10609,4.99,4,2005-08-01,2005-08-04,1,4.99,0.00,2007-03-01
11966,0.99,5,2005-08-17,2005-08-20,1,0.99,0.00,2007-03-17
10528,2.99,7,2005-08-01,2005-08-07,1,2.99,0.00,2007-03-01
8074,0.99,5,2005-07-28,2005-07-29,1,0.99,0.00,2007-04-28
1222,4.99,5,2005-06-15,2005-06-17,1,4.99,0.00,2007-02-15
1596,2.99,7,2005-06-16,2005-06-21,1,2.99,0.00,2007-02-16
5129,2.99,6,2005-07-09,2005-07-14,1,2.99,0.00,2007-04-09
1360,4.99,4,2005-06-15,2005-06-18,1,4.99,0.00,2007-02-15
7614,0.99,6,2005-07-28,2005-07-29,1,0.99,0.00,2007-04-27
13011,4.99,6,2005-08-19,2005-08-24,1,4.99,0.00,2007-03-19
10335,2.99,6,2005-08-01,2005-08-05,1,2.99,0.00,2007-03-01
12238,2.99,6,2005-08-18,2005-08-20,1,2.99,0.00,2007-03-18
10739,4.99,6,2005-08-01,2005-08-06,1,4.99,0.00,2007-03-01
