rental_id,rental_rate,rental_duration,rental_date,return_date,due_date,days_late,payment_count,total_payment_amount,amount_due,amount_difference,first_payment_date
15035,4.99,6,2005-08-22,2005-08-28,2005-08-28,0,1,4.99,4.99,0.00,2007-03-22
14545,2.99,3,2005-08-21,2005-08-29,2005-08-24,5,1,7.99,7.99,0.00,2007-03-21
6394,4.99,6,2005-07-11,2005-07-20,2005-07-17,3,1,7.99,7.99,0.00,2007-04-11
1501,0.99,7,2005-06-15,2005-06-23,2005-06-22,1,1,1.99,1.99,0.00,2007-02-15
6245,0.99,3,2005-07-11,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-11
12801,4.99,3,2005-08-19,2005-08-26,2005-08-22,4,1,8.99,8.99,0.00,2007-03-18
14850,0.99,4,2005-08-22,2005-08-26,2005-08-26,0,1,0.99,0.99,0.00,2007-03-22
2071,2.99,5,2005-06-17,2005-06-23,2005-06-22,1,1,3.99,3.99,0.00,2007-02-17
7086,2.99,7,2005-07-27,2005-08-05,2005-08-03,2,1,4.99,4.99,0.00,2007-04-27
10149,2.99,4,2005-07-31,2005-08-07,2005-08-04,3,1,5.99,5.99,0.00,2007-04-30
9483,2.99,6,2005-07-30,2005-08-09,2005-08-05,4,1,6.99,6.99,0.00,2007-04-30
15564,0.99,6,2005-08-23,2005-08-30,2005-08-29,1,1,1.99,1.99,0.00,2007-03-23
6428,0.99,6,2005-07-12,2005-07-20,2005-07-18,2,1,2.99,2.99,0.00,2007-04-11
3757,0.99,3,2005-07-06,2005-07-11,2005-07-09,2,1,2.99,2.99,0.00,2007-04-06
14514,4.99,7,2005-08-21,2005-08-30,2005-08-28,2,1,6.99,6.99,0.00,2007-03-21
14617,4.99,3,2005-08-21,2005-08-24,2005-08-24,0,1,4.99,4.99,0.00,2007-03-21
6038,0.99,5,2005-07-11,2005-07-19,2005-07-16,3,1,3.99,3.99,0.00,2007-04-11
7998,0.99,3,2005-07-28,2005-07-31,2005-07-31,0,1,0.99,0.99,0.00,2007-04-28
8121,0.99,3,2005-07-28,2005-08-02,2005-07-31,2,1,2.99,2.99,0.00,2007-04-28
9579,4.99,4,2005-07-31,2005-08-06,2005-08-04,2,1,6.99,6.99,0.00,2007-04-30
6536,4.99,3,2005-07-12,2005-07-18,2005-07-15,3,1,7.99,7.99,0.00,2007-04-12
3338,4.99,7,2005-06-21,2005-06-30,2005-06-28,2,1,6.99,6.99,0.00,2007-02-21
9658,4.99,4,2005-07-31,2005-08-09,2005-08-04,5,1,9.99,9.99,0.00,2007-04-30
2011,0.99,4,2005-06-17,2005-06-24,2005-06-21,3,1,3.99,3.99,0.00,2007-02-17
13204,2.99,3,2005-08-19,2005-08-24,2005-08-22,2,1,4.99,4.99,0.00,2007-03-19
10047,0.99,3,2005-07-31,2005-08-07,2005-08-03,4,1,4.99,4.99,0.00,2007-04-30
9581,4.99,4,2005-07-31,2005-08-05,2005-08-04,1,1,5.99,5.99,0.00,2007-04-30
8958,0.99,5,2005-07-30,2005-08-06,2005-08-04,2,1,2.99,2.99,0.00,2007-04-30
8211,0.99,5,2005-07-28,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-28
7746,0.99,5,2005-07-28,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-28
14534,0.99,5,2005-08-21,2005-08-26,2005-08-26,0,1,0.99,0.99,0.00,2007-03-21
4362,2.99,4,2005-07-07,2005-07-14,2005-07-11,3,1,5.99,5.99,0.00,2007-04-07
15683,2.99,7,2005-08-23,2005-08-30,2005-08-30,0,1,2.99,2.99,0.00,2007-03-23
11656,0.99,4,2005-08-17,2005-08-25,2005-08-21,4,1,4.99,4.99,0.00,2007-03-17
9372,4.99,5,2005-07-30,2005-08-09,2005-08-04,5,1,9.99,9.99,0.00,2007-04-30
8061,4.99,6,2005-07-28,2005-08-05,2005-08-03,2,1,6.99,6.99,0.00,2007-04-28
14630,4.99,5,2005-08-21,2005-08-29,2005-08-26,3,1,7.99,7.99,0.00,2007-03-21
13339,4.99,5,2005-08-19,2005-08-28,2005-08-24,4,1,8.99,8.99,0.00,2007-03-19
12640,0.99,3,2005-08-18,2005-08-24,2005-08-21,3,1,3.99,3.99,0.00,2007-03-18
13579,2.99,7,2005-08-20,2005-08-28,2005-08-27,1,1,3.99,3.99,0.00,2007-03-20
4598,2.99,4,2005-07-08,2005-07-16,2005-07-12,4,1,6.99,6.99,0.00,2007-04-08
11296,2.99,6,2005-08-02,2005-08-11,2005-08-08,3,1,5.99,5.99,0.00,2007-03-02
11286,0.99,3,2005-08-02,2005-08-10,2005-08-05,5,1,5.99,5.99,0.00,2007-03-02
7661,2.99,7,2005-07-28,2005-08-05,2005-08-04,1,1,3.99,3.99,0.00,2007-04-28
6011,0.99,3,2005-07-11,2005-07-18,2005-07-14,4,1,4.99,4.99,0.00,2007-04-11
15280,2.99,4,2005-08-22,2005-08-28,2005-08-26,2,1,4.99,4.99,0.00,2007-03-22
3142,4.99,5,2005-06-20,2005-06-28,2005-06-25,3,1,7.99,7.99,0.00,2007-02-20
14161,0.99,5,2005-08-21,2005-08-28,2005-08-26,2,1,2.99,2.99,0.00,2007-03-21
15983,0.99,3,2005-08-23,2005-08-30,2005-08-26,4,1,4.99,4.99,0.00,2007-03-23
6808,0.99,5,2005-07-12,2005-07-18,2005-07-17,1,1,1.99,1.99,0.00,2007-04-12
14536,2.99,6,2005-08-21,2005-08-27,2005-08-27,0,1,2.99,2.99,0.00,2007-03-21
13773,0.99,4,2005-08-20,2005-08-26,2005-08-24,2,1,2.99,2.99,0.00,2007-03-20
7803,0.99,3,2005-07-28,2005-08-03,2005-07-31,3,1,3.99,3.99,0.00,2007-04-28
8611,0.99,6,2005-07-29,2005-08-07,2005-08-04,3,1,3.99,3.99,0.00,2007-04-29
4186,4.99,3,2005-07-07,2005-07-15,2005-07-10,5,1,9.99,9.99,0.00,2007-04-07
2136,0.99,4,2005-06-17,2005-06-24,2005-06-21,3,1,3.99,3.99,0.00,2007-02-17
4572,0.99,3,2005-07-08,2005-07-12,2005-07-11,1,1,1.99,1.99,0.00,2007-04-08
7877,2.99,4,2005-07-28,2005-08-05,2005-08-01,4,1,6.99,6.99,0.00,2007-04-28
5972,4.99,3,2005-07-11,2005-07-17,2005-07-14,3,1,7.99,7.99,0.00,2007-04-10
5580,4.99,6,2005-07-10,2005-07-18,2005-07-16,2,1,6.99,6.99,0.00,2007-04-10
5563,0.99,3,2005-07-10,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-10
1672,2.99,6,2005-06-16,2005-06-23,2005-06-22,1,1,3.99,3.99,0.00,2007-02-16
2753,0.99,4,2005-06-19,2005-06-24,2005-06-23,1,1,1.99,1.99,0.00,2007-02-19
6082,4.99,3,2005-07-11,2005-07-16,2005-07-14,2,1,6.99,6.99,0.00,2007-04-11
11031,4.99,4,2005-08-02,2005-08-07,2005-08-06,1,1,5.99,5.99,0.00,2007-03-02
8957,0.99,6,2005-07-30,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-04-30
7554,4.99,5,2005-07-27,2005-08-04,2005-08-01,3,1,7.99,7.99,0.00,2007-04-27
1794,0.99,3,2005-06-16,2005-06-22,2005-06-19,3,1,3.99,3.99,0.00,2007-02-16
4127,4.99,6,2005-07-07,2005-07-14,2005-07-13,1,1,5.99,5.99,0.00,2007-04-07
3723,4.99,6,2005-07-06,2005-07-14,2005-07-12,2,1,6.99,6.99,0.00,2007-04-06
8411,2.99,3,2005-07-29,2005-08-07,2005-08-01,6,1,8.99,8.99,0.00,2007-04-29
3496,0.99,3,2005-07-05,2005-07-09,2005-07-08,1,1,1.99,1.99,0.00,2007-04-05
2261,0.99,3,2005-06-18,2005-06-24,2005-06-21,3,1,3.99,3.99,0.00,2007-02-18
2411,0.99,6,2005-06-18,2005-06-25,2005-06-24,1,1,1.99,1.99,0.00,2007-02-18
8054,2.99,4,2005-07-28,2005-08-06,2005-08-01,5,1,7.99,7.99,0.00,2007-04-28
12980,4.99,5,2005-08-19,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-19
2898,4.99,4,2005-06-20,2005-06-29,2005-06-24,5,1,9.99,9.99,0.00,2007-02-20
7205,2.99,5,2005-07-27,2005-08-05,2005-08-01,4,1,6.99,6.99,0.00,2007-04-27
3381,2.99,5,2005-06-21,2005-06-29,2005-06-26,3,1,5.99,5.99,0.00,2007-02-21
9424,0.99,4,2005-07-30,2005-08-05,2005-08-03,2,1,2.99,2.99,0.00,2007-04-30
5476,0.99,4,2005-07-09,2005-07-15,2005-07-13,2,1,2.99,2.99,0.00,2007-04-09
12815,2.99,4,2005-08-19,2005-08-25,2005-08-23,2,1,4.99,4.99,0.00,2007-03-18
12514,0.99,3,2005-08-18,2005-08-23,2005-08-21,2,1,2.99,2.99,0.00,2007-03-18
5355,2.99,3,2005-07-09,2005-07-16,2005-07-12,4,1,6.99,6.99,0.00,2007-04-09
12904,0.99,3,2005-08-19,2005-08-27,2005-08-22,5,1,5.99,5.99,0.00,2007-03-19
2964,4.99,4,2005-06-20,2005-06-29,2005-06-24,5,1,9.99,9.99,0.00,2007-02-20
8017,0.99,3,2005-07-28,2005-08-01,2005-07-31,1,1,1.99,1.99,0.00,2007-04-28
9937,0.99,5,2005-07-31,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-04-30
2341,4.99,7,2005-06-18,2005-06-27,2005-06-25,2,1,6.99,6.99,0.00,2007-02-18
1528,2.99,3,2005-06-16,2005-06-25,2005-06-19,6,1,8.99,8.99,0.00,2007-02-15
3265,0.99,5,2005-06-21,2005-06-28,2005-06-26,2,1,2.99,2.99,0.00,2007-02-21
10786,4.99,6,2005-08-01,2005-08-10,2005-08-07,3,1,7.99,7.99,0.00,2007-03-01
1517,2.99,4,2005-06-15,2005-06-23,2005-06-19,4,1,6.99,6.99,0.00,2007-02-15
5593,2.99,6,2005-07-10,2005-07-17,2005-07-16,1,1,3.99,3.99,0.00,2007-04-10
13373,2.99,6,2005-08-19,2005-08-25,2005-08-25,0,1,2.99,2.99,0.00,2007-03-19
15760,4.99,4,2005-08-23,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-23
4431,4.99,7,2005-07-07,2005-07-16,2005-07-14,2,1,6.99,6.99,0.00,2007-04-07
5901,0.99,3,2005-07-10,2005-07-19,2005-07-13,6,1,6.99,6.99,0.00,2007-04-10
7851,0.99,7,2005-07-28,2005-08-04,2005-08-04,0,1,0.99,0.99,0.00,2007-04-28
12158,0.99,3,2005-08-18,2005-08-22,2005-08-21,1,1,1.99,1.99,0.00,2007-03-17
11123,0.99,5,2005-08-02,2005-08-09,2005-08-07,2,1,2.99,2.99,0.00,2007-03-02
9465,2.99,3,2005-07-30,2005-08-06,2005-08-02,4,1,6.99,6.99,0.00,2007-04-30
15627,0.99,4,2005-08-23,2005-08-31,2005-08-27,4,1,4.99,4.99,0.00,2007-03-23
9655,0.99,3,2005-07-31,2005-08-06,2005-08-03,3,1,3.99,3.99,0.00,2007-04-30
5666,2.99,4,2005-07-10,2005-07-17,2005-07-14,3,1,5.99,5.99,0.00,2007-04-10
15649,0.99,5,2005-08-23,2005-08-30,2005-08-28,2,1,2.99,2.99,0.00,2007-03-23
9324,0.99,6,2005-07-30,2005-08-06,2005-08-05,1,1,1.99,1.99,0.00,2007-04-30
12701,4.99,6,2005-08-18,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-18
4195,2.99,7,2005-07-07,2005-07-14,2005-07-14,0,1,2.99,2.99,0.00,2007-04-07
3049,0.99,3,2005-06-20,2005-06-29,2005-06-23,6,1,6.99,6.99,0.00,2007-02-20
13322,2.99,3,2005-08-19,2005-08-24,2005-08-22,2,1,4.99,4.99,0.00,2007-03-19
11184,0.99,6,2005-08-02,2005-08-11,2005-08-08,3,1,3.99,3.99,0.00,2007-03-02
8875,0.99,3,2005-07-30,2005-08-04,2005-08-02,2,1,2.99,2.99,0.00,2007-04-29
15981,2.99,5,2005-08-23,2005-08-30,2005-08-28,2,1,4.99,4.99,0.00,2007-03-23
10390,2.99,6,2005-08-01,2005-08-09,2005-08-07,2,1,4.99,4.99,0.00,2007-03-01
7048,2.99,4,2005-07-27,2005-08-05,2005-07-31,5,1,7.99,7.99,0.00,2007-04-27
2004,0.99,3,2005-06-17,2005-06-24,2005-06-20,4,1,4.99,4.99,0.00,2007-02-17
9218,0.99,3,2005-07-30,2005-08-07,2005-08-02,5,1,5.99,5.99,0.00,2007-04-30
13050,4.99,5,2005-08-19,2005-08-26,2005-08-24,2,1,6.99,6.99,0.00,2007-03-19
3334,2.99,7,2005-06-21,2005-06-29,2005-06-28,1,1,3.99,3.99,0.00,2007-02-21
14709,4.99,5,2005-08-21,2005-08-31,2005-08-26,5,1,9.99,9.99,0.00,2007-03-21
14427,4.99,5,2005-08-21,2005-08-27,2005-08-26,1,1,5.99,5.99,0.00,2007-03-21
3894,0.99,4,2005-07-06,2005-07-12,2005-07-10,2,1,2.99,2.99,0.00,2007-04-06
15396,4.99,5,2005-08-22,2005-08-28,2005-08-27,1,1,5.99,5.99,0.00,2007-03-22
6940,2.99,7,2005-07-26,2005-08-05,2005-08-02,3,1,5.99,5.99,0.00,2007-04-26
4503,2.99,4,2005-07-08,2005-07-13,2005-07-12,1,1,3.99,3.99,0.00,2007-04-08
2188,0.99,6,2005-06-18,2005-06-25,2005-06-24,1,1,1.99,1.99,0.00,2007-02-17
4442,0.99,3,2005-07-07,2005-07-13,2005-07-10,3,1,3.99,3.99,0.00,2007-04-07
13508,2.99,3,2005-08-20,2005-08-28,2005-08-23,5,1,7.99,7.99,0.00,2007-03-20
4824,4.99,5,2005-07-08,2005-07-16,2005-07-13,3,1,7.99,7.99,0.00,2007-04-08
16049,0.99,4,2005-08-23,2005-08-30,2005-08-27,3,1,3.99,3.99,0.00,2007-03-23
13491,2.99,6,2005-08-20,2005-08-28,2005-08-26,2,1,4.99,4.99,0.00,2007-03-19
6494,0.99,7,2005-07-12,2005-07-20,2005-07-19,1,1,1.99,1.99,0.00,2007-04-12
4513,0.99,5,2005-07-08,2005-07-14,2005-07-13,1,1,1.99,1.99,0.00,2007-04-08
10346,2.99,3,2005-08-01,2005-08-06,2005-08-04,2,1,4.99,4.99,0.00,2007-03-01
15368,0.99,4,2005-08-22,2005-08-29,2005-08-26,3,1,3.99,3.99,0.00,2007-03-22
4983,4.99,3,2005-07-09,2005-07-17,2005-07-12,5,1,9.99,9.99,0.00,2007-04-08
8013,2.99,5,2005-07-28,2005-08-05,2005-08-02,3,1,5.99,5.99,0.00,2007-04-28
10936,4.99,4,2005-08-02,2005-08-11,2005-08-06,5,1,9.99,9.99,0.00,2007-03-02
15052,0.99,7,2005-08-22,2005-08-31,2005-08-29,2,1,2.99,2.99,0.00,2007-03-22
14276,0.99,5,2005-08-21,2005-08-28,2005-08-26,2,1,2.99,2.99,0.00,2007-03-21
8419,4.99,3,2005-07-29,2005-08-06,2005-08-01,5,1,9.99,9.99,0.00,2007-04-29
3060,2.99,5,2005-06-20,2005-06-25,2005-06-25,0,1,2.99,2.99,0.00,2007-02-20
3433,2.99,7,2005-06-21,2005-06-29,2005-06-28,1,1,3.99,3.99,0.00,2007-02-21
4851,0.99,3,2005-07-08,2005-07-12,2005-07-11,1,1,1.99,1.99,0.00,2007-04-08
14835,4.99,7,2005-08-22,2005-08-30,2005-08-29,1,1,5.99,5.99,0.00,2007-03-22
8722,2.99,3,2005-07-29,2005-08-07,2005-08-01,6,1,8.99,8.99,0.00,2007-04-29
2596,0.99,3,2005-06-19,2005-06-24,2005-06-22,2,1,2.99,2.99,0.00,2007-02-19
13947,2.99,6,2005-08-20,2005-08-29,2005-08-26,3,1,5.99,5.99,0.00,2007-03-20
11299,2.99,7,2005-08-02,2005-08-10,2005-08-09,1,1,3.99,3.99,0.00,2007-03-02
3372,0.99,4,2005-06-21,2005-06-27,2005-06-25,2,1,2.99,2.99,0.00,2007-02-21
5473,0.99,3,2005-07-09,2005-07-19,2005-07-12,7,1,7.99,7.99,0.00,2007-04-09
15279,0.99,4,2005-08-22,2005-08-30,2005-08-26,4,1,4.99,4.99,0.00,2007-03-22
5743,2.99,3,2005-07-10,2005-07-19,2005-07-13,6,1,8.99,8.99,0.00,2007-04-10
2895,4.99,4,2005-06-20,2005-06-27,2005-06-24,3,1,7.99,7.99,0.00,2007-02-20
11081,0.99,5,2005-08-02,2005-08-09,2005-08-07,2,1,2.99,2.99,0.00,2007-03-02
4354,2.99,5,2005-07-07,2005-07-15,2005-07-12,3,1,5.99,5.99,0.00,2007-04-07
10376,2.99,3,2005-08-01,2005-08-07,2005-08-04,3,1,5.99,5.99,0.00,2007-03-01
10974,4.99,5,2005-08-02,2005-08-09,2005-08-07,2,1,6.99,6.99,0.00,2007-03-02
14099,0.99,6,2005-08-21,2005-08-27,2005-08-27,0,1,0.99,0.99,0.00,2007-03-20
2909,2.99,4,2005-06-20,2005-06-25,2005-06-24,1,1,3.99,3.99,0.00,2007-02-20
4612,0.99,3,2005-07-08,2005-07-12,2005-07-11,1,1,1.99,1.99,0.00,2007-04-08
1512,2.99,5,2005-06-15,2005-06-23,2005-06-20,3,1,5.99,5.99,0.00,2007-02-15
15835,4.99,5,2005-08-23,2005-09-01,2005-08-28,4,1,8.99,8.99,0.00,2007-03-23
14625,2.99,6,2005-08-21,2005-08-29,2005-08-27,2,1,4.99,4.99,0.00,2007-03-21
2048,4.99,5,2005-06-17,2005-06-23,2005-06-22,1,1,5.99,5.99,0.00,2007-02-17
8226,2.99,3,2005-07-29,2005-08-01,2005-08-01,0,1,2.99,2.99,0.00,2007-04-28
13702,0.99,7,2005-08-20,2005-08-29,2005-08-27,2,1,2.99,2.99,0.00,2007-03-20
13548,2.99,6,2005-08-20,2005-08-27,2005-08-26,1,1,3.99,3.99,0.00,2007-03-20
15572,0.99,3,2005-08-23,2005-08-27,2005-08-26,1,1,1.99,1.99,0.00,2007-03-23
14406,0.99,4,2005-08-21,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-21
12110,4.99,4,2005-08-17,2005-08-23,2005-08-21,2,1,6.99,6.99,0.00,2007-03-17
4858,0.99,3,2005-07-08,2005-07-17,2005-07-11,6,1,6.99,6.99,0.00,2007-04-08
15367,2.99,4,2005-08-22,2005-08-27,2005-08-26,1,1,3.99,3.99,0.00,2007-03-22
14200,4.99,6,2005-08-21,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-21
3938,0.99,3,2005-07-06,2005-07-13,2005-07-09,4,1,4.99,4.99,0.00,2007-04-06
2359,2.99,3,2005-06-18,2005-06-25,2005-06-21,4,1,6.99,6.99,0.00,2007-02-18
6505,2.99,4,2005-07-12,2005-07-17,2005-07-16,1,1,3.99,3.99,0.00,2007-04-12
9160,0.99,4,2005-07-30,2005-08-06,2005-08-03,3,1,3.99,3.99,0.00,2007-04-30
5411,0.99,5,2005-07-09,2005-07-16,2005-07-14,2,1,2.99,2.99,0.00,2007-04-09
13225,0.99,4,2005-08-19,2005-08-25,2005-08-23,2,1,2.99,2.99,0.00,2007-03-19
15661,4.99,3,2005-08-23,2005-08-30,2005-08-26,4,1,8.99,8.99,0.00,2007-03-23
15008,4.99,3,2005-08-22,2005-08-31,2005-08-25,6,1,10.99,10.99,0.00,2007-03-22
1898,0.99,7,2005-06-17,2005-06-25,2005-06-24,1,1,1.99,1.99,0.00,2007-02-17
11202,4.99,3,2005-08-02,2005-08-08,2005-08-05,3,1,7.99,7.99,0.00,2007-03-02
8651,0.99,6,2005-07-29,2005-08-07,2005-08-04,3,1,3.99,3.99,0.00,2007-04-29
15126,2.99,3,2005-08-22,2005-08-28,2005-08-25,3,1,5.99,5.99,0.00,2007-03-22
14167,0.99,3,2005-08-21,2005-08-29,2005-08-24,5,1,5.99,5.99,0.00,2007-03-21
8834,0.99,3,2005-07-29,2005-08-05,2005-08-01,4,1,4.99,4.99,0.00,2007-04-29
14822,2.99,5,2005-08-22,2005-08-30,2005-08-27,3,1,5.99,5.99,0.00,2007-03-21
8540,0.99,7,2005-07-29,2005-08-07,2005-08-05,2,1,2.99,2.99,0.00,2007-04-29
6563,0.99,6,2005-07-12,2005-07-21,2005-07-18,3,1,3.99,3.99,0.00,2007-04-12
11935,0.99,5,2005-08-17,2005-08-22,2005-08-22,0,1,0.99,0.99,0.00,2007-03-17
10489,4.99,5,2005-08-01,2005-08-07,2005-08-06,1,1,5.99,5.99,0.00,2007-03-01
1963,0.99,7,2005-06-17,2005-06-24,2005-06-24,0,1,0.99,0.99,0.00,2007-02-17
12390,0.99,4,2005-08-18,2005-08-23,2005-08-22,1,1,1.99,1.99,0.00,2007-03-18
12532,2.99,6,2005-08-18,2005-08-24,2005-08-24,0,1,2.99,2.99,0.00,2007-03-18
8198,0.99,6,2005-07-28,2005-08-06,2005-08-03,3,1,3.99,3.99,0.00,2007-04-28
12588,2.99,5,2005-08-18,2005-08-23,2005-08-23,0,1,2.99,2.99,0.00,2007-03-18
5141,2.99,3,2005-07-09,2005-07-18,2005-07-12,6,1,8.99,8.99,0.00,2007-04-09
15179,2.99,7,2005-08-22,2005-08-31,2005-08-29,2,1,4.99,4.99,0.00,2007-03-22
9179,0.99,6,2005-07-30,2005-08-05,2005-08-05,0,1,0.99,0.99,0.00,2007-04-30
14232,0.99,7,2005-08-21,2005-08-29,2005-08-28,1,1,1.99,1.99,0.00,2007-03-21
1644,0.99,4,2005-06-16,2005-06-21,2005-06-20,1,1,1.99,1.99,0.00,2007-02-16
8856,0.99,6,2005-07-29,2005-08-07,2005-08-04,3,1,3.99,3.99,0.00,2007-04-29
12575,4.99,5,2005-08-18,2005-08-25,2005-08-23,2,1,6.99,6.99,0.00,2007-03-18
5750,4.99,6,2005-07-10,2005-07-17,2005-07-16,1,1,5.99,5.99,0.00,2007-04-10
8684,2.99,3,2005-07-29,2005-08-07,2005-08-01,6,1,8.99,8.99,0.00,2007-04-29
7189,0.99,3,2005-07-27,2005-07-30,2005-07-30,0,1,0.99,0.99,0.00,2007-04-27
10953,4.99,7,2005-08-02,2005-08-11,2005-08-09,2,1,6.99,6.99,0.00,2007-03-02
11924,2.99,7,2005-08-17,2005-08-26,2005-08-24,2,1,4.99,4.99,0.00,2007-03-17
2891,0.99,4,2005-06-20,2005-06-25,2005-06-24,1,1,1.99,1.99,0.00,2007-02-20
5349,2.99,5,2005-07-09,2005-07-18,2005-07-14,4,1,6.99,6.99,0.00,2007-04-09
2890,0.99,3,2005-06-20,2005-06-27,2005-06-23,4,1,4.99,4.99,0.00,2007-02-20
12143,0.99,4,2005-08-18,2005-08-24,2005-08-22,2,1,2.99,2.99,0.00,2007-03-17
8113,4.99,5,2005-07-28,2005-08-06,2005-08-02,4,1,8.99,8.99,0.00,2007-04-28
14949,0.99,3,2005-08-22,2005-08-25,2005-08-25,0,1,0.99,0.99,0.00,2007-03-22
9598,0.99,4,2005-07-31,2005-08-04,2005-08-04,0,1,0.99,0.99,0.00,2007-04-30
4738,4.99,4,2005-07-08,2005-07-17,2005-07-12,5,1,9.99,9.99,0.00,2007-04-08
9312,2.99,4,2005-07-30,2005-08-03,2005-08-03,0,1,2.99,2.99,0.00,2007-04-30
5296,0.99,4,2005-07-09,2005-07-15,2005-07-13,2,1,2.99,2.99,0.00,2007-04-09
3462,0.99,6,2005-06-21,2005-06-28,2005-06-27,1,1,1.99,1.99,0.00,2007-02-21
14314,2.99,3,2005-08-21,2005-08-24,2005-08-24,0,1,2.99,2.99,0.00,2007-03-21
15154,4.99,5,2005-08-22,2005-08-29,2005-08-27,2,1,6.99,6.99,0.00,2007-03-22
3176,2.99,4,2005-06-20,2005-06-25,2005-06-24,1,1,3.99,3.99,0.00,2007-02-20
6122,2.99,4,2005-07-11,2005-07-16,2005-07-15,1,1,3.99,3.99,0.00,2007-04-11
4892,4.99,4,2005-07-08,2005-07-14,2005-07-12,2,1,6.99,6.99,0.00,2007-04-08
8987,0.99,3,2005-07-30,2005-08-08,2005-08-02,6,1,6.99,6.99,0.00,2007-04-30
8697,4.99,4,2005-07-29,2005-08-02,2005-08-02,0,1,4.99,4.99,0.00,2007-04-29
3422,4.99,5,2005-06-21,2005-06-29,2005-06-26,3,1,7.99,7.99,0.00,2007-02-21
11877,2.99,7,2005-08-17,2005-08-25,2005-08-24,1,1,3.99,3.99,0.00,2007-03-17
13787,2.99,4,2005-08-20,2005-08-27,2005-08-24,3,1,5.99,5.99,0.00,2007-03-20
12423,4.99,4,2005-08-18,2005-08-26,2005-08-22,4,1,8.99,8.99,0.00,2007-03-18
12100,0.99,6,2005-08-17,2005-08-24,2005-08-23,1,1,1.99,1.99,0.00,2007-03-17
11339,2.99,6,2005-08-02,2005-08-08,2005-08-08,0,1,2.99,2.99,0.00,2007-03-02
4031,4.99,4,2005-07-07,2005-07-14,2005-07-11,3,1,7.99,7.99,0.00,2007-04-07
6217,4.99,3,2005-07-11,2005-07-19,2005-07-14,5,1,9.99,9.99,0.00,2007-04-11
5658,2.99,7,2005-07-10,2005-07-19,2005-07-17,2,1,4.99,4.99,0.00,2007-04-10
8468,0.99,3,2005-07-29,2005-08-02,2005-08-01,1,1,1.99,1.99,0.00,2007-04-29
6268,4.99,6,2005-07-11,2005-07-19,2005-07-17,2,1,6.99,6.99,0.00,2007-04-11
1823,4.99,3,2005-06-16,2005-06-22,2005-06-19,3,1,7.99,7.99,0.00,2007-02-16
14386,0.99,3,2005-08-21,2005-08-25,2005-08-24,1,1,1.99,1.99,0.00,2007-03-21
9979,0.99,6,2005-07-31,2005-08-08,2005-08-06,2,1,2.99,2.99,0.00,2007-04-30
12832,0.99,3,2005-08-19,2005-08-24,2005-08-22,2,1,2.99,2.99,0.00,2007-03-19
3998,0.99,3,2005-07-06,2005-07-12,2005-07-09,3,1,3.99,3.99,0.00,2007-04-06
11853,0.99,6,2005-08-17,2005-08-23,2005-08-23,0,1,0.99,0.99,0.00,2007-03-17
9316,4.99,4,2005-07-30,2005-08-05,2005-08-03,2,1,6.99,6.99,0.00,2007-04-30
13911,2.99,7,2005-08-20,2005-08-28,2005-08-27,1,1,3.99,3.99,0.00,2007-03-20
8547,2.99,5,2005-07-29,2005-08-03,2005-08-03,0,1,2.99,2.99,0.00,2007-04-29
14647,4.99,4,2005-08-21,2005-08-30,2005-08-25,5,1,9.99,9.99,0.00,2007-03-21
9709,4.99,7,2005-07-31,2005-08-07,2005-08-07,0,1,4.99,4.99,0.00,2007-04-30
3526,4.99,3,2005-07-06,2005-07-15,2005-07-09,6,1,10.99,10.99,0.00,2007-04-05
1434,4.99,3,2005-06-15,2005-06-24,2005-06-18,6,1,10.99,10.99,0.00,2007-02-15
7587,0.99,3,2005-07-27,2005-08-01,2005-07-30,2,1,2.99,2.99,0.00,2007-04-27
1250,0.99,6,2005-06-15,2005-06-23,2005-06-21,2,1,2.99,2.99,0.00,2007-02-15
3603,2.99,4,2005-07-06,2005-07-12,2005-07-10,2,1,4.99,4.99,0.00,2007-04-06
13656,2.99,3,2005-08-20,2005-08-28,2005-08-23,5,1,7.99,7.99,0.00,2007-03-20
13033,0.99,6,2005-08-19,2005-08-28,2005-08-25,3,1,3.99,3.99,0.00,2007-03-19
2345,0.99,4,2005-06-18,2005-06-22,2005-06-22,0,1,0.99,0.99,0.00,2007-02-18
4084,4.99,4,2005-07-07,2005-07-15,2005-07-11,4,1,8.99,8.99,0.00,2007-04-07
11861,0.99,4,2005-08-17,2005-08-21,2005-08-21,0,1,0.99,0.99,0.00,2007-03-17
1561,0.99,4,2005-06-16,2005-06-22,2005-06-20,2,1,2.99,2.99,0.00,2007-02-16
