film_id,title,count,total_revenue
163,Clyde Theory,8,23.92
136,Chaplin License,8,23.92
76,Birdcage Casper,9,23.91
722,Reef Salute,11,23.89
992,Wrath Mile,14,23.86
855,Streak Ridgemont,15,23.85
634,Odds Boogie,15,23.85
427,Homeward Cider,16,23.84
297,Extraordinary Conquerer,6,22.94
520,License Weekend,7,22.93
622,Newsies Story,7,22.93
787,Shining Roses,8,22.92
34,Arabia Dogma,13,22.87
942,Vietnam Smoochy,15,22.85
348,Gandhi Kwai,17,22.83
610,Music Boondock,19,22.81
498,Killer Innocent,6,21.94
959,Warlock Werewolf,6,21.94
675,Phantom Glory,6,21.94
569,Menagerie Rushmore,7,21.93
440,Hunger Roof,12,21.88
593,Monterey Labyrinth,13,21.87
153,Citizen Shrek,13,21.87
479,Jedi Beneath,19,21.81
97,Bride Intrigue,19,21.81
454,Impact Aladdin,9,20.91
834,Spoilers Hellfighters,10,20.90
882,Tenenbaums Command,13,20.87
493,Kane Exorcist,14,20.86
105,Bull Shawshank,15,20.85
186,Craft Outfield,16,20.84
399,Happiness United,5,19.95
53,Bang Kwai,6,19.94
613,Mystic Truman,10,19.90
831,Spirited Casualties,11,19.89
509,Language Cowboy,11,19.89
538,Loverboy Attacks,12,19.88
821,Sorority Queen,12,19.88
894,Tomatoes Hellfighters,14,19.86
754,Rushmore Mermaid,6,18.94
799,Simon North,6,18.94
605,Mulholland Beast,6,18.94
425,Holy Tadpole,9,18.91
283,Ending Crowds,11,18.89
194,Crow Grease,12,18.88
812,Smoking Barbarella,17,18.83
507,Ladybugs Armageddon,6,17.94
547,Magic Mallrats,7,17.93
357,Gilbert Pelican,9,17.91
868,Superfly Trip,10,17.90
430,Hook Chariots,13,17.87
27,Anonymous Human,13,17.87
696,Pride Alamo,15,17.85
795,Siege Madre,15,17.85
343,Full Flatliners,5,16.95
180,Conspiracy Spirit,5,16.95
94,Braveheart Human,5,16.95
997,Youth Kick,6,16.94
66,Beneath Rush,10,16.90
339,Frogmen Breaking,10,16.90
64,Beethoven Exorcist,11,16.89
931,Valentine Vanishing,12,16.88
63,Bedazzled Married,13,16.87
797,Silence Kane,16,16.84
584,Mixed Doors,4,15.96
400,Hardly Robbers,4,15.96
612,Mussolini Spoilers,5,15.95
407,Hawk Chill,7,15.93
947,Vision Torque,7,15.93
492,Jungle Closer,9,15.91
762,Sassy Packer,13,15.87
511,Lawrence Love,13,15.87
379,Greedy Roots,14,15.86
830,Spirit Flintstones,15,15.85
362,Glory Tracy,5,14.95
974,Wild Apollo,5,14.95
808,Sling Luke,6,14.94
935,Vanished Garden,6,14.94
752,Runner Madigan,8,14.92
262,Dumbo Lust,6,13.94
965,Watership Frontier,6,13.94
998,Zhivago Core,8,13.92
516,Legend Jedi,9,13.91
630,Notting Speakeasy,10,13.90
813,Smoochy Control,11,13.89
423,Hollywood Anonymous,13,13.87
910,Treatment Jekyll,7,12.93
822,Soup Wisdom,8,12.92
866,Sunset Racer,8,12.92
751,Runaway Tenenbaums,8,12.92
940,Victory Academy,9,12.91
899,Towers Hurricane,11,12.89
566,Maude Mod,8,11.92
594,Montezuma Command,9,11.91
355,Ghostbusters Elf,9,11.91
157,Clockwork Paradise,10,11.90
477,Jawbreaker Brooklyn,10,11.90
52,Ballroom Mockingbird,8,10.92
168,Comancheros Enemy,6,9.94
178,Connection Microcosmos,6,9.94
523,Lights Deer,8,9.92
401,Harold French,8,9.92
839,Stallion Sundance,7,8.93
475,Japanese Run,6,7.94
196,Cruelty Unforgiven,7,7.93
718,Rebel Airport,8,7.92
996,Young Language,7,6.93
261,Duffel Apocalypse,7,6.93
335,Freedom Cleopatra,5,5.95
885,Texas Watch,6,5.94
635,Oklahoma Jumanji,6,5.94
