film_id,title,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating
447,Ice Crossing,2006,1,5,2.99,131,28.99,R
448,Idaho Love,2006,1,3,2.99,172,25.99,PG-13
451,Igby Maker,2006,1,7,4.99,160,12.99,NC-17
452,Illusion Amelie,2006,1,4,0.99,122,15.99,R
453,Image Princess,2006,1,3,2.99,178,17.99,PG-13
454,Impact Aladdin,2006,1,6,0.99,180,20.99,PG-13
455,Impossible Prejudice,2006,1,7,4.99,103,11.99,NC-17
456,Inch Jet,2006,1,6,4.99,167,18.99,NC-17
457,Independence Hotel,2006,1,5,0.99,157,21.99,NC-17
458,Indian Love,2006,1,4,0.99,135,26.99,NC-17
459,Informer Double,2006,1,4,4.99,74,23.99,NC-17
460,Innocent Usual,2006,1,3,4.99,178,26.99,PG-13
461,Insects Stone,2006,1,3,0.99,123,14.99,NC-17
462,Insider Arizona,2006,1,5,2.99,78,17.99,NC-17
463,Instinct Airport,2006,1,4,2.99,116,21.99,PG
464,Intentions Empire,2006,1,3,2.99,107,13.99,PG-13
465,Interview Liaisons,2006,1,4,4.99,59,17.99,R
466,Intolerable Intentions,2006,1,6,4.99,63,20.99,PG-13
467,Intrigue Worst,2006,1,6,0.99,181,10.99,G
468,Invasion Cyclone,2006,1,5,2.99,97,12.99,PG
469,Iron Moon,2006,1,7,4.99,46,27.99,PG
470,Ishtar Rocketeer,2006,1,4,4.99,79,24.99,R
471,Island Exorcist,2006,1,7,2.99,84,23.99,NC-17
472,Italian African,2006,1,3,4.99,174,24.99,G
473,Jacket Frisco,2006,1,5,2.99,181,16.99,PG-13
474,Jade Bunch,2006,1,6,2.99,174,21.99,NC-17
475,Japanese Run,2006,1,6,0.99,135,29.99,G
476,Jason Trap,2006,1,5,2.99,130,9.99,NC-17
477,Jawbreaker Brooklyn,2006,1,5,0.99,118,15.99,PG
478,Jaws Harry,2006,1,4,2.99,112,10.99,G
479,Jedi Beneath,2006,1,7,0.99,128,12.99,PG
480,Jeepers Wedding,2006,1,3,2.99,84,29.99,R
481,Jekyll Frogmen,2006,1,4,2.99,58,22.99,PG
482,Jeopardy Encino,2006,1,3,0.99,102,12.99,R
483,Jericho Mulan,2006,1,3,2.99,171,29.99,NC-17
484,Jerk Paycheck,2006,1,3,2.99,172,13.99,NC-17
485,Jersey Sassy,2006,1,6,4.99,60,16.99,PG
486,Jet Neighbors,2006,1,7,4.99,59,14.99,R
487,Jingle Sagebrush,2006,1,6,4.99,124,29.99,PG-13
488,Joon Northwest,2006,1,3,0.99,105,23.99,NC-17
489,Juggler Hardly,2006,1,4,0.99,54,14.99,PG-13
490,Jumanji Blade,2006,1,4,2.99,121,13.99,G
491,Jumping Wrath,2006,1,4,0.99,74,18.99,NC-17
492,Jungle Closer,2006,1,6,0.99,134,11.99,NC-17
493,Kane Exorcist,2006,1,5,0.99,92,18.99,R
494,Karate Moon,2006,1,4,0.99,120,21.99,PG-13
495,Kentuckian Giant,2006,1,5,2.99,169,10.99,PG
496,Kick Savannah,2006,1,3,0.99,179,10.99,PG-13
497,Kill Brotherhood,2006,1,4,0.99,54,15.99,G
498,Killer Innocent,2006,1,7,2.99,161,11.99,R
499,King Evolution,2006,1,3,4.99,184,24.99,NC-17
500,Kiss Glory,2006,1,5,4.99,163,11.99,PG-13
501,Kissing Dolls,2006,1,3,4.99,141,9.99,R
502,Knock Warlock,2006,1,4,2.99,71,21.99,PG-13
503,Kramer Chocolate,2006,1,3,2.99,171,24.99,R
504,Kwai Homeward,2006,1,5,0.99,46,25.99,PG-13
505,Labyrinth League,2006,1,6,2.99,46,24.99,PG-13
753,Rush Goodfellas,2006,1,3,0.99,48,20.99,PG
506,Lady Stage,2006,1,4,4.99,67,14.99,PG
507,Ladybugs Armageddon,2006,1,4,0.99,113,13.99,NC-17
508,Lambs Cincinatti,2006,1,6,4.99,144,18.99,PG-13
509,Language Cowboy,2006,1,5,0.99,78,26.99,NC-17
510,Lawless Vision,2006,1,6,4.99,181,29.99,G
511,Lawrence Love,2006,1,7,0.99,175,23.99,NC-17
512,League Hellfighters,2006,1,5,4.99,110,25.99,PG-13
513,Leathernecks Dwarfs,2006,1,6,2.99,153,21.99,PG-13
514,Lebowski Soldiers,2006,1,6,2.99,69,17.99,PG-13
515,Legally Secretary,2006,1,7,4.99,113,14.99,PG
516,Legend Jedi,2006,1,7,0.99,59,18.99,PG
517,Lesson Cleopatra,2006,1,3,0.99,167,28.99,NC-17
518,Liaisons Sweet,2006,1,5,4.99,140,15.99,PG
519,Liberty Magnificent,2006,1,3,2.99,138,27.99,G
520,License Weekend,2006,1,7,2.99,91,28.99,NC-17
521,Lies Treatment,2006,1,7,4.99,147,28.99,NC-17
522,Life Twisted,2006,1,4,2.99,137,9.99,NC-17
523,Lights Deer,2006,1,7,0.99,174,21.99,R
560,Mars Roman,2006,1,6,0.99,62,21.99,NC-17
524,Lion Uncut,2006,1,6,0.99,50,13.99,PG
525,Loathing Legally,2006,1,4,0.99,140,29.99,R
526,Lock Rear,2006,1,7,2.99,120,10.99,R
527,Lola Agent,2006,1,4,4.99,85,24.99,PG
528,Lolita World,2006,1,4,2.99,155,25.99,NC-17
529,Lonely Elephant,2006,1,3,2.99,67,12.99,G
530,Lord Arizona,2006,1,5,2.99,108,27.99,PG-13
531,Lose Inch,2006,1,3,0.99,137,18.99,R
532,Loser Hustler,2006,1,5,4.99,80,28.99,PG
533,Lost Bird,2006,1,4,2.99,98,21.99,PG-13
534,Louisiana Harry,2006,1,5,0.99,70,18.99,PG-13
535,Love Suicides,2006,1,6,0.99,181,21.99,R
536,Lovely Jingle,2006,1,3,2.99,65,18.99,PG
537,Lover Truman,2006,1,3,2.99,75,29.99,G
538,Loverboy Attacks,2006,1,7,0.99,162,19.99,PG-13
539,Luck Opus,2006,1,7,2.99,152,21.99,NC-17
540,Lucky Flying,2006,1,7,2.99,97,10.99,PG-13
541,Luke Mummy,2006,1,5,2.99,74,21.99,NC-17
561,Mask Peach,2006,1,6,2.99,123,26.99,NC-17
542,Lust Lock,2006,1,3,2.99,52,28.99,G
543,Madigan Dorado,2006,1,5,4.99,116,20.99,R
544,Madison Trap,2006,1,4,2.99,147,11.99,R
545,Madness Attacks,2006,1,4,0.99,178,14.99,PG-13
546,Madre Gables,2006,1,7,2.99,98,27.99,PG-13
547,Magic Mallrats,2006,1,3,0.99,117,19.99,PG
548,Magnificent Chitty,2006,1,3,2.99,53,27.99,R
549,Magnolia Forrester,2006,1,4,0.99,171,28.99,PG-13
550,Maguire Apache,2006,1,6,2.99,74,22.99,NC-17
551,Maiden Home,2006,1,3,4.99,138,9.99,PG
552,Majestic Floats,2006,1,5,0.99,130,15.99,PG
553,Maker Gables,2006,1,4,0.99,136,12.99,PG-13
554,Malkovich Pet,2006,1,6,2.99,159,22.99,G
555,Mallrats United,2006,1,4,0.99,133,25.99,PG
556,Maltese Hope,2006,1,6,4.99,127,26.99,PG-13
557,Manchurian Curtain,2006,1,5,2.99,177,27.99,PG
558,Mannequin Worst,2006,1,3,2.99,71,18.99,PG-13
559,Married Go,2006,1,7,2.99,114,22.99,G
562,Masked Bubble,2006,1,6,0.99,151,12.99,PG-13
563,Massacre Usual,2006,1,6,4.99,165,16.99,R
564,Massage Image,2006,1,4,2.99,161,11.99,PG
565,Matrix Snowman,2006,1,6,4.99,56,9.99,PG-13
566,Maude Mod,2006,1,6,0.99,72,20.99,R
567,Meet Chocolate,2006,1,3,2.99,80,26.99,G
568,Memento Zoolander,2006,1,4,4.99,77,11.99,NC-17
569,Menagerie Rushmore,2006,1,7,2.99,147,18.99,G
570,Mermaid Insects,2006,1,5,4.99,104,20.99,NC-17
571,Metal Armageddon,2006,1,6,2.99,161,26.99,PG-13
572,Metropolis Coma,2006,1,4,2.99,64,9.99,PG-13
573,Microcosmos Paradise,2006,1,6,2.99,105,22.99,PG-13
574,Midnight Westward,2006,1,3,0.99,86,19.99,G
575,Midsummer Groundhog,2006,1,3,4.99,48,27.99,G
576,Mighty Luck,2006,1,7,2.99,122,13.99,PG
577,Mile Mulan,2006,1,4,0.99,64,10.99,PG
578,Million Ace,2006,1,4,4.99,142,16.99,PG-13
579,Minds Truman,2006,1,3,4.99,149,22.99,PG-13
580,Mine Titans,2006,1,3,4.99,166,12.99,PG-13
581,Minority Kiss,2006,1,4,0.99,59,16.99,G
582,Miracle Virtual,2006,1,3,2.99,162,19.99,PG-13
583,Mission Zoolander,2006,1,3,4.99,164,26.99,PG-13
584,Mixed Doors,2006,1,6,2.99,180,26.99,PG-13
585,Mob Duffel,2006,1,4,0.99,105,25.99,G
586,Mockingbird Hollywood,2006,1,4,0.99,60,27.99,PG
587,Mod Secretary,2006,1,6,4.99,77,20.99,NC-17
588,Model Fish,2006,1,4,4.99,175,11.99,NC-17
589,Modern Dorado,2006,1,3,0.99,74,20.99,PG
590,Money Harold,2006,1,3,2.99,135,17.99,PG
591,Monsoon Cause,2006,1,6,4.99,182,20.99,PG
592,Monster Spartacus,2006,1,6,2.99,107,28.99,PG
593,Monterey Labyrinth,2006,1,6,0.99,158,13.99,G
594,Montezuma Command,2006,1,6,0.99,126,22.99,NC-17
595,Moon Bunch,2006,1,7,0.99,83,20.99,PG
596,Moonshine Cabin,2006,1,4,4.99,171,25.99,PG-13
597,Moonwalker Fool,2006,1,5,4.99,184,12.99,G
598,Mosquito Armageddon,2006,1,6,0.99,57,22.99,G
599,Mother Oleander,2006,1,3,0.99,103,20.99,R
600,Motions Details,2006,1,5,0.99,166,16.99,PG
601,Moulin Wake,2006,1,4,0.99,79,20.99,PG-13
602,Mourning Purple,2006,1,5,0.99,146,14.99,PG
603,Movie Shakespeare,2006,1,6,4.99,53,27.99,PG
604,Mulan Moon,2006,1,4,0.99,160,10.99,G
605,Mulholland Beast,2006,1,7,2.99,157,13.99,PG
606,Mummy Creatures,2006,1,3,0.99,160,15.99,NC-17
607,Muppet Mile,2006,1,5,4.99,50,18.99,PG
608,Murder Antitrust,2006,1,6,2.99,166,11.99,PG
609,Muscle Bright,2006,1,7,2.99,185,23.99,G
610,Music Boondock,2006,1,7,0.99,129,17.99,R
611,Musketeers Wait,2006,1,7,4.99,73,17.99,PG
612,Mussolini Spoilers,2006,1,6,2.99,180,10.99,G
613,Mystic Truman,2006,1,5,0.99,92,19.99,NC-17
614,Name Detective,2006,1,5,4.99,178,11.99,PG-13
615,Nash Chocolat,2006,1,6,2.99,180,21.99,PG-13
616,National Story,2006,1,4,2.99,92,19.99,NC-17
617,Natural Stock,2006,1,4,0.99,50,24.99,PG-13
618,Necklace Outbreak,2006,1,3,0.99,132,21.99,PG
619,Neighbors Charade,2006,1,3,0.99,161,20.99,R
620,Nemo Campus,2006,1,5,2.99,131,23.99,NC-17
621,Network Peak,2006,1,5,2.99,75,23.99,PG-13
622,Newsies Story,2006,1,4,0.99,159,25.99,G
623,Newton Labyrinth,2006,1,4,0.99,75,9.99,PG
624,Nightmare Chill,2006,1,3,4.99,149,25.99,PG
625,None Spiking,2006,1,3,0.99,83,18.99,NC-17
626,Noon Papi,2006,1,5,2.99,57,12.99,G
627,North Tequila,2006,1,4,4.99,67,9.99,NC-17
628,Northwest Polish,2006,1,5,2.99,172,24.99,PG
629,Notorious Reunion,2006,1,7,0.99,128,9.99,NC-17
630,Notting Speakeasy,2006,1,7,0.99,48,19.99,PG-13
631,Novocaine Flight,2006,1,4,0.99,64,11.99,G
632,Nuts Ties,2006,1,5,4.99,145,10.99,NC-17
633,October Submarine,2006,1,6,4.99,54,10.99,PG-13
634,Odds Boogie,2006,1,6,0.99,48,14.99,NC-17
635,Oklahoma Jumanji,2006,1,7,0.99,58,15.99,PG
636,Oleander Clue,2006,1,5,0.99,161,12.99,PG
637,Open African,2006,1,7,4.99,131,16.99,PG
638,Operation Operation,2006,1,7,2.99,156,23.99,G
639,Opposite Necklace,2006,1,7,4.99,92,9.99,PG
640,Opus Ice,2006,1,5,4.99,102,21.99,R
641,Orange Grapes,2006,1,4,0.99,76,21.99,PG-13
642,Order Betrayed,2006,1,7,2.99,120,13.99,PG-13
643,Orient Closer,2006,1,3,2.99,118,22.99,R
644,Oscar Gold,2006,1,7,2.99,115,29.99,PG
645,Others Soup,2006,1,7,2.99,118,18.99,PG
646,Outbreak Divine,2006,1,6,0.99,169,12.99,NC-17
647,Outfield Massacre,2006,1,4,0.99,129,18.99,NC-17
648,Outlaw Hanky,2006,1,7,4.99,148,17.99,PG-13
649,Oz Liaisons,2006,1,4,2.99,85,14.99,R
650,Pacific Amistad,2006,1,3,0.99,144,27.99,G
651,Packer Madigan,2006,1,3,0.99,84,20.99,PG-13
652,Pajama Jawbreaker,2006,1,3,0.99,126,14.99,R
653,Panic Club,2006,1,3,4.99,102,15.99,G
654,Panky Submarine,2006,1,4,4.99,93,19.99,G
655,Panther Reds,2006,1,5,4.99,109,22.99,NC-17
656,Papi Necklace,2006,1,3,0.99,128,9.99,PG
657,Paradise Sabrina,2006,1,5,2.99,48,12.99,PG-13
658,Paris Weekend,2006,1,7,2.99,121,19.99,PG-13
659,Park Citizen,2006,1,3,4.99,109,14.99,PG-13
660,Party Knock,2006,1,7,2.99,107,11.99,PG
661,Past Suicides,2006,1,5,4.99,157,17.99,PG-13
662,Paths Control,2006,1,3,4.99,118,9.99,PG
663,Patient Sister,2006,1,7,0.99,99,29.99,NC-17
664,Patriot Roman,2006,1,6,2.99,65,12.99,PG
665,Patton Interview,2006,1,4,2.99,175,22.99,PG
666,Paycheck Wait,2006,1,4,4.99,145,27.99,PG-13
667,Peach Innocent,2006,1,3,2.99,160,20.99,PG-13
668,Peak Forever,2006,1,7,4.99,80,25.99,PG
669,Pearl Destiny,2006,1,3,2.99,74,10.99,NC-17
670,Pelican Comforts,2006,1,4,4.99,48,17.99,PG
671,Perdition Fargo,2006,1,7,4.99,99,27.99,NC-17
672,Perfect Groove,2006,1,7,2.99,82,17.99,PG-13
673,Personal Ladybugs,2006,1,3,0.99,118,19.99,PG-13
674,Pet Haunting,2006,1,3,0.99,99,11.99,PG
675,Phantom Glory,2006,1,6,2.99,60,17.99,NC-17
676,Philadelphia Wife,2006,1,7,4.99,137,16.99,PG-13
677,Pianist Outfield,2006,1,6,0.99,136,25.99,NC-17
678,Pickup Driving,2006,1,3,2.99,77,23.99,G
679,Pilot Hoosiers,2006,1,6,2.99,50,17.99,PG
680,Pinocchio Simon,2006,1,4,4.99,103,21.99,PG
681,Pirates Roxanne,2006,1,4,0.99,100,20.99,PG
682,Pittsburgh Hunchback,2006,1,4,4.99,134,17.99,PG-13
683,Pity Bound,2006,1,5,4.99,60,19.99,NC-17
684,Pizza Jumanji,2006,1,4,2.99,173,11.99,NC-17
685,Platoon Instinct,2006,1,6,4.99,132,10.99,PG-13
686,Pluto Oleander,2006,1,5,4.99,84,9.99,R
687,Pocus Pulp,2006,1,6,0.99,138,15.99,NC-17
688,Polish Brooklyn,2006,1,6,0.99,61,12.99,PG
689,Pollock Deliverance,2006,1,5,2.99,137,14.99,PG
690,Pond Seattle,2006,1,7,2.99,185,25.99,PG-13
691,Poseidon Forever,2006,1,6,4.99,159,29.99,PG-13
692,Potluck Mixed,2006,1,3,2.99,179,10.99,G
693,Potter Connecticut,2006,1,5,2.99,115,16.99,PG
694,Prejudice Oleander,2006,1,6,4.99,98,15.99,PG-13
695,President Bang,2006,1,6,4.99,144,12.99,PG
696,Pride Alamo,2006,1,6,0.99,114,20.99,NC-17
697,Primary Glass,2006,1,7,0.99,53,16.99,G
698,Princess Giant,2006,1,3,2.99,71,29.99,NC-17
699,Private Drop,2006,1,7,4.99,106,26.99,PG
700,Prix Undefeated,2006,1,4,2.99,115,13.99,R
701,Psycho Shrunk,2006,1,5,2.99,155,11.99,PG-13
702,Pulp Beverly,2006,1,4,2.99,89,12.99,G
703,Punk Divorce,2006,1,6,4.99,100,18.99,PG
704,Pure Runner,2006,1,3,2.99,121,25.99,NC-17
705,Purple Movie,2006,1,4,2.99,88,9.99,R
706,Queen Luke,2006,1,5,4.99,163,22.99,PG
707,Quest Mussolini,2006,1,5,2.99,177,29.99,R
708,Quills Bull,2006,1,4,4.99,112,19.99,R
709,Racer Egg,2006,1,7,2.99,147,19.99,NC-17
710,Rage Games,2006,1,4,4.99,120,18.99,R
711,Raging Airplane,2006,1,4,4.99,154,18.99,R
712,Raiders Antitrust,2006,1,4,0.99,82,11.99,PG-13
713,Rainbow Shock,2006,1,3,4.99,74,14.99,PG
714,Random Go,2006,1,6,2.99,73,29.99,NC-17
715,Range Moonwalker,2006,1,3,4.99,147,25.99,PG
716,Reap Unfaithful,2006,1,6,2.99,136,26.99,PG-13
717,Rear Trading,2006,1,6,0.99,97,23.99,NC-17
718,Rebel Airport,2006,1,7,0.99,73,24.99,G
719,Records Zorro,2006,1,7,4.99,182,11.99,PG
720,Redemption Comforts,2006,1,3,2.99,179,20.99,NC-17
721,Reds Pocus,2006,1,7,4.99,182,23.99,PG-13
722,Reef Salute,2006,1,5,0.99,123,26.99,NC-17
723,Reign Gentlemen,2006,1,3,2.99,82,29.99,PG-13
724,Remember Diary,2006,1,5,2.99,110,15.99,R
725,Requiem Tycoon,2006,1,6,4.99,167,25.99,R
726,Reservoir Adaptation,2006,1,7,2.99,61,29.99,PG-13
727,Resurrection Silverado,2006,1,6,0.99,117,12.99,PG
728,Reunion Witches,2006,1,3,0.99,63,26.99,R
729,Rider Caddyshack,2006,1,5,2.99,177,28.99,PG
730,Ridgemont Submarine,2006,1,3,0.99,46,28.99,PG-13
731,Right Cranes,2006,1,7,4.99,153,29.99,PG-13
732,Rings Heartbreakers,2006,1,5,0.99,58,17.99,G
733,River Outlaw,2006,1,4,0.99,149,29.99,PG-13
734,Road Roxanne,2006,1,4,4.99,158,12.99,R
735,Robbers Joon,2006,1,7,2.99,102,26.99,PG-13
736,Robbery Bright,2006,1,4,0.99,134,21.99,R
737,Rock Instinct,2006,1,4,0.99,102,28.99,G
738,Rocketeer Mother,2006,1,3,0.99,178,27.99,PG-13
739,Rocky War,2006,1,4,4.99,145,17.99,PG-13
740,Rollercoaster Bringing,2006,1,5,2.99,153,13.99,PG-13
741,Roman Punk,2006,1,7,0.99,81,28.99,NC-17
742,Roof Champion,2006,1,7,0.99,101,25.99,R
743,Room Roman,2006,1,7,0.99,60,27.99,PG
744,Roots Remember,2006,1,4,0.99,89,23.99,PG-13
745,Roses Treasure,2006,1,5,4.99,162,23.99,PG-13
746,Rouge Squad,2006,1,3,0.99,118,10.99,NC-17
747,Roxanne Rebel,2006,1,5,0.99,171,9.99,R
748,Rugrats Shakespeare,2006,1,4,0.99,109,16.99,PG-13
749,Rules Human,2006,1,6,4.99,153,19.99,R
750,Run Pacific,2006,1,3,0.99,145,25.99,R
751,Runaway Tenenbaums,2006,1,6,0.99,181,17.99,NC-17
752,Runner Madigan,2006,1,6,0.99,101,27.99,NC-17
754,Rushmore Mermaid,2006,1,6,2.99,150,17.99,PG-13
755,Sabrina Midnight,2006,1,5,4.99,99,11.99,PG
756,Saddle Antitrust,2006,1,7,2.99,80,10.99,PG-13
757,Sagebrush Clueless,2006,1,4,2.99,106,28.99,G
758,Saints Bride,2006,1,5,2.99,125,11.99,G
759,Salute Apollo,2006,1,4,2.99,73,29.99,R
760,Samurai Lion,2006,1,5,2.99,110,21.99,G
761,Santa Paris,2006,1,7,2.99,154,23.99,PG
762,Sassy Packer,2006,1,6,0.99,154,29.99,G
763,Satisfaction Confidential,2006,1,3,4.99,75,26.99,G
764,Saturday Lambs,2006,1,3,4.99,150,28.99,G
765,Saturn Name,2006,1,7,4.99,182,18.99,R
766,Savannah Town,2006,1,5,0.99,84,25.99,PG-13
767,Scalawag Duck,2006,1,6,4.99,183,13.99,NC-17
768,Scarface Bang,2006,1,3,4.99,102,11.99,PG-13
769,School Jacket,2006,1,5,4.99,151,21.99,PG-13
770,Scissorhands Slums,2006,1,5,2.99,147,13.99,G
788,Ship Wonderland,2006,1,5,2.99,104,15.99,R
771,Scorpion Apollo,2006,1,3,4.99,137,23.99,NC-17
772,Sea Virgin,2006,1,4,2.99,80,24.99,PG
773,Seabiscuit Punk,2006,1,6,2.99,112,28.99,NC-17
774,Searchers Wait,2006,1,3,2.99,182,22.99,NC-17
775,Seattle Expecations,2006,1,4,4.99,110,18.99,PG-13
776,Secret Groundhog,2006,1,6,4.99,90,11.99,PG
777,Secretary Rouge,2006,1,5,4.99,158,10.99,PG
778,Secrets Paradise,2006,1,3,4.99,109,24.99,G
779,Sense Greek,2006,1,4,4.99,54,23.99,R
780,Sensibility Rear,2006,1,7,4.99,98,15.99,PG
781,Seven Swarm,2006,1,4,4.99,127,15.99,R
782,Shakespeare Saddle,2006,1,6,2.99,60,26.99,PG-13
783,Shane Darkness,2006,1,5,2.99,93,22.99,PG
784,Shanghai Tycoon,2006,1,7,2.99,47,20.99,PG
785,Shawshank Bubble,2006,1,6,4.99,80,20.99,PG
786,Shepherd Midsummer,2006,1,7,0.99,113,14.99,R
787,Shining Roses,2006,1,4,0.99,125,12.99,G
789,Shock Cabin,2006,1,7,2.99,79,15.99,PG-13
790,Shootist Superfly,2006,1,6,0.99,67,22.99,PG-13
791,Show Lord,2006,1,3,4.99,167,24.99,PG-13
792,Shrek License,2006,1,7,2.99,154,15.99,PG-13
793,Shrunk Divine,2006,1,6,2.99,139,14.99,R
794,Side Ark,2006,1,5,0.99,52,28.99,G
795,Siege Madre,2006,1,7,0.99,111,23.99,R
796,Sierra Divide,2006,1,3,0.99,135,12.99,NC-17
797,Silence Kane,2006,1,7,0.99,67,23.99,R
798,Silverado Goldfinger,2006,1,4,4.99,74,11.99,PG
799,Simon North,2006,1,3,0.99,51,26.99,NC-17
800,Sinners Atlantis,2006,1,7,2.99,126,19.99,PG-13
801,Sister Freddy,2006,1,5,4.99,152,19.99,PG-13
802,Sky Miracle,2006,1,7,2.99,132,15.99,PG
803,Slacker Liaisons,2006,1,7,4.99,179,29.99,R
804,Sleeping Suspects,2006,1,7,4.99,129,13.99,PG-13
805,Sleepless Monsoon,2006,1,5,4.99,64,12.99,G
806,Sleepy Japanese,2006,1,4,2.99,137,25.99,PG
807,Sleuth Orient,2006,1,4,0.99,87,25.99,NC-17
808,Sling Luke,2006,1,5,0.99,84,10.99,R
809,Slipper Fidelity,2006,1,5,0.99,156,14.99,PG-13
810,Slums Duck,2006,1,5,0.99,147,21.99,PG
811,Smile Earring,2006,1,4,2.99,60,29.99,G
812,Smoking Barbarella,2006,1,7,0.99,50,13.99,PG-13
813,Smoochy Control,2006,1,7,0.99,184,18.99,R
814,Snatch Slipper,2006,1,6,4.99,110,15.99,PG
815,Snatchers Montezuma,2006,1,4,2.99,74,14.99,PG-13
816,Snowman Rollercoaster,2006,1,3,0.99,62,27.99,G
817,Soldiers Evolution,2006,1,7,4.99,185,27.99,R
818,Something Duck,2006,1,4,4.99,180,17.99,NC-17
819,Song Hedwig,2006,1,3,0.99,165,29.99,PG-13
820,Sons Interview,2006,1,3,2.99,184,11.99,NC-17
821,Sorority Queen,2006,1,6,0.99,184,17.99,NC-17
822,Soup Wisdom,2006,1,6,0.99,169,12.99,R
823,South Wait,2006,1,4,2.99,143,21.99,R
824,Spartacus Cheaper,2006,1,4,4.99,52,19.99,NC-17
825,Speakeasy Date,2006,1,6,2.99,165,22.99,PG-13
826,Speed Suit,2006,1,7,4.99,124,19.99,PG-13
827,Spice Sorority,2006,1,5,4.99,141,22.99,NC-17
828,Spiking Element,2006,1,7,2.99,79,12.99,G
829,Spinal Rocky,2006,1,7,2.99,138,12.99,PG-13
830,Spirit Flintstones,2006,1,7,0.99,149,23.99,R
831,Spirited Casualties,2006,1,5,0.99,138,20.99,PG-13
832,Splash Gump,2006,1,5,0.99,175,16.99,PG
833,Splendor Patton,2006,1,5,0.99,134,20.99,R
834,Spoilers Hellfighters,2006,1,4,0.99,151,26.99,G
835,Spy Mile,2006,1,6,2.99,112,13.99,PG-13
836,Squad Fish,2006,1,3,2.99,136,14.99,PG
837,Stage World,2006,1,4,2.99,85,19.99,PG
838,Stagecoach Armageddon,2006,1,5,4.99,112,25.99,R
839,Stallion Sundance,2006,1,5,0.99,130,23.99,PG-13
840,Stampede Disturbing,2006,1,5,0.99,75,26.99,R
841,Star Operation,2006,1,5,2.99,181,9.99,PG
842,State Wasteland,2006,1,4,2.99,113,13.99,NC-17
843,Steel Santa,2006,1,4,4.99,143,15.99,NC-17
844,Steers Armageddon,2006,1,6,4.99,140,16.99,PG
845,Stepmom Dream,2006,1,7,4.99,48,9.99,NC-17
846,Sting Personal,2006,1,3,4.99,93,9.99,NC-17
847,Stock Glass,2006,1,7,2.99,160,10.99,PG
848,Stone Fire,2006,1,3,0.99,94,19.99,G
849,Storm Happiness,2006,1,6,0.99,57,28.99,NC-17
850,Story Side,2006,1,7,0.99,163,27.99,R
851,Straight Hours,2006,1,3,0.99,151,19.99,R
852,Strangelove Desire,2006,1,4,0.99,103,27.99,NC-17
853,Stranger Strangers,2006,1,3,4.99,139,12.99,G
890,Tights Dawn,2006,1,5,0.99,172,14.99,R
854,Strangers Graffiti,2006,1,4,4.99,119,22.99,R
855,Streak Ridgemont,2006,1,7,0.99,132,28.99,PG-13
856,Streetcar Intentions,2006,1,5,4.99,73,11.99,R
857,Strictly Scarface,2006,1,3,2.99,144,24.99,PG-13
858,Submarine Bed,2006,1,5,4.99,127,21.99,R
859,Sugar Wonka,2006,1,3,4.99,114,20.99,PG
860,Suicides Silence,2006,1,4,4.99,93,13.99,G
861,Suit Walls,2006,1,3,4.99,111,12.99,R
862,Summer Scarface,2006,1,5,0.99,53,25.99,G
863,Sun Confessions,2006,1,5,0.99,141,9.99,R
864,Sundance Invasion,2006,1,5,0.99,92,21.99,NC-17
865,Sunrise League,2006,1,3,4.99,135,19.99,PG-13
866,Sunset Racer,2006,1,6,0.99,48,28.99,NC-17
867,Super Wyoming,2006,1,5,4.99,58,10.99,PG
868,Superfly Trip,2006,1,5,0.99,114,27.99,PG
869,Suspects Quills,2006,1,4,2.99,47,22.99,PG
870,Swarm Gold,2006,1,4,0.99,123,12.99,PG-13
871,Sweden Shining,2006,1,6,4.99,176,19.99,PG
891,Timberland Sky,2006,1,3,0.99,69,13.99,G
872,Sweet Brotherhood,2006,1,3,2.99,185,27.99,R
873,Sweethearts Suspects,2006,1,3,0.99,108,13.99,G
874,Tadpole Park,2006,1,6,2.99,155,13.99,PG
875,Talented Homicide,2006,1,6,0.99,173,9.99,PG
876,Tarzan Videotape,2006,1,3,2.99,91,11.99,PG-13
877,Taxi Kick,2006,1,4,0.99,64,23.99,PG-13
878,Teen Apollo,2006,1,3,4.99,74,25.99,G
879,Telegraph Voyage,2006,1,3,4.99,148,20.99,PG
880,Telemark Heartbreakers,2006,1,6,2.99,152,9.99,PG-13
881,Temple Attraction,2006,1,5,4.99,71,13.99,PG
882,Tenenbaums Command,2006,1,4,0.99,99,24.99,PG-13
883,Tequila Past,2006,1,6,4.99,53,17.99,PG
884,Terminator Club,2006,1,5,4.99,88,11.99,R
885,Texas Watch,2006,1,7,0.99,179,22.99,NC-17
886,Theory Mermaid,2006,1,5,0.99,184,9.99,PG-13
887,Thief Pelican,2006,1,5,4.99,135,28.99,PG-13
888,Thin Sagebrush,2006,1,5,4.99,53,9.99,PG-13
889,Ties Hunger,2006,1,3,4.99,111,28.99,R
892,Titanic Boondock,2006,1,3,4.99,104,18.99,R
893,Titans Jerk,2006,1,4,4.99,91,11.99,PG
894,Tomatoes Hellfighters,2006,1,6,0.99,68,23.99,PG
895,Tomorrow Hustler,2006,1,3,2.99,142,21.99,R
896,Tootsie Pilot,2006,1,3,0.99,157,10.99,PG
897,Torque Bound,2006,1,3,4.99,179,27.99,G
